"Customer #","Name","Address","City","State","Zip","Sales Rep","Account Type"
"1164","Kava Colorado","undefined","Pueblo","Colorado","undefined","Brandon Good","Retail"
"1430","Kava Villa","undefined","Miami","FL","undefined","Jared","Wholesale"
"533","KB Smoke & Vapor","undefined","Buffalo","NY","undefined","Derek Whitworth","Wholesale"
"1704","KB Smoke Shop | CO","undefined","Aurora","Colorado","undefined","Brandon Good","Wholesale"
"166","KBC Brands llc","undefined","meridian","ID","undefined","Sergio","Distributor"
"172","KC Smoke and Vape","undefined","Kansas City","Missouri","undefined","Jared Leuzinger","Wholesale"
"613","Kelly Kountouriotis","undefined","HIGHLAND","Michigan","undefined","ShipStation","Retail"
"1757","KEN'S COBBLERY","undefined","GUSTINE","California","undefined","ShipStation","Wholesale"
"1577","Keolu Grocery & Liquor Inc. | HI","undefined","Honolulu","HI","undefined","Brandon Good","Wholesale"
"589","Kevin Mcanulla","undefined","CLIFTON HEIGHTS","Pennsylvania","undefined","ShipStation","Retail"
"599","Kevin McAnullla","undefined","CLIFTON HEIGHTS","Pennsylvania","undefined","ShipStation","Retail"
"463","King Kush Inc.","undefined","San Francisco","CA","undefined","Ben Wallner","Distributor"
"1232","King Smoke Shop","undefined","Omaha","NE","undefined","Jared Leuzinger","Wholesale"
"507","King Smoke Shop (Dallas)","undefined","Dallas","TX","undefined","Jared Leuzinger","Wholesale"
"148","kiody kratom","undefined","Colorado Springs","CO","undefined","Brandon Good","Wholesale"
"1401","Kitsch","undefined","Raleigh","NC","undefined","Joe Simmons","Wholesale"
"883","KMT Distribution","undefined","Warren","Michigan","undefined","Zalak","Distributor"
"73","Kombat Kratom LLC","undefined","Dayton","OH","undefined","admin","Wholesale"
"1618","Kraken Vape LLC","undefined","Miamisburg","OH","undefined","Joe Simmons","Wholesale"
"171","Kratopia","undefined","Lexington","South Carolina","undefined","Jared Leuzinger","Wholesale"
"805","Kreat Day Botanicals","undefined","Houston","TX","undefined","Jared Leuzinger","Wholesale"
"733","KriAA Wholesale","undefined","south plainfeild","NJ","undefined","Derek Whitworth","Distributor"
"1256","Krispe Grocery & Smoke Shop | Everette","undefined","Everett","WA","undefined","Ben Wallner","Wholesale"
"1798","KUSHKLUB MUNCHIES & MORE","undefined","SEATLE","WA","undefined","Ben Wallner","Wholesale"
"877","Kwality Korner","undefined","Mt. Juliet","Tennessee","undefined","Jared Leuzinger","Wholesale"
"601","Kyle Schneider","undefined","ST LOUIS PARK","Minnesota","undefined","ShipStation","Retail"
"1196","L.A. Trade Center","undefined","los angeles","CA","undefined","Ben Wallner","Distributor"
"804","La Grande Liquoe & Smoke Shoppe","undefined","La Grande","OR","undefined","Ben Wallner","Wholesale"
"402","Lake Murray Liquor Store","undefined","La Mesa","California","undefined","Ben Wallner","Wholesale"
"1923","Lakeshore Market | ID","undefined","Nampa","Idaho","undefined","Brandon Good","Retail"
"819","Lakeway Market","undefined","Lakeway","TX","undefined","Jared Leuzinger","Wholesale"
"300","LALI Vegas","undefined","Las Vegas","NV","undefined","Jared Leuzinger","Wholesale"
"1223","Lambo Wholesale","undefined","Houston","TX","undefined","Jared Leuzinger","Distributor"
"344","Lance Mitton","undefined","Bountiful","UT","undefined","Brandon Good","Wholesale"
"661","Landan Smock","undefined","boise","ID","undefined","Sergio","Wholesale"
"1033","Lava Smoke Shop | Gurnee","undefined","Gurnee","Illinois","undefined","Brandon Good","Wholesale"
"1120","Lavi's Smokeshop","undefined","Reno","NV","undefined","Jared Leuzinger","Wholesale"
"1307","Lazy Daze Inc","undefined","Denver","Colorado","undefined","Brandon Good","Wholesale"
"688","Lesesne Distributors","undefined","Mount Pleasant","SC","undefined","Sergio","Wholesale"
"1775","Lg Mart","undefined","Boise","Idaho","undefined","Robert Farias","Wholesale"
"1134","Lit City Vape and Smoke Shop","undefined","Cincinnati","Ohio","undefined","Brandon Good","Wholesale"
"1816","LITTLE WONDER (SHELL)","undefined","HAM LAKE","Minnesota","undefined","ShipStation","Retail"
"399","Live Oak Smoke Shop","undefined","Dallas","TX","undefined","Jared Leuzinger","Wholesale"
"1219","Lol Liquors","undefined","Converse","Texas","undefined","Derek Whitworth","Retail"
"970","London Smoke Shop","undefined","London","KY","undefined","Sergio","Wholesale"
"1179","Long Beach Smokers Inc","undefined","Long Beach","CA","undefined","Ben Wallner","Wholesale"
"745","Loon Smoke Shop","undefined","Minneapolis","MN","undefined","Jared","Wholesale"
"1313","Lorain Smokes & Beverage","undefined","Lorain","Ohio","undefined","Jared Leuzinger","Wholesale"
"1724","LOS ALAMOS WINE & SPIRITS","undefined","MURRIETA","California","undefined","Ben Wallner","Retail"
"1252","Los Dos Barbones","undefined","Pflugerville","Texas","undefined","Jared","Retail"
"156","Lowkey Smoke & Vape","undefined","Torrance","CA","undefined","Ben Wallner","Wholesale"
"626","Lucas Harling","undefined","PAW PAW","Michigan","undefined","ShipStation","Retail"
"545","Lucky 7 Smoke & Gift","undefined","Berkeley","CA","undefined","Ben Wallner","Wholesale"
"435","Lucky 888 Distribution","undefined","St Peters","MO","undefined","Jared","Distributor"
"1669","Lucky Stop","undefined","Whichita","Kansas","undefined","Jared Leuzinger","Distributor"
"1474","Lucky'z","undefined","Boise","ID","undefined","Shane-Inactive","Wholesale"
"1227","Lunas Smoke Shop","undefined","Naples","Florida","undefined","Jared","Wholesale"
"1455","LUV 2 SMOKE","undefined","Berwyn","IL","undefined","Joe Simmons","Wholesale"
"1400","Luv Wholesale & Distro","undefined","Las Vegas","NV","undefined","Jared Leuzinger","Distributor"
"780","Luz Electric Construction","undefined","Dix Hills","NY","undefined","Derek Whitworth","Wholesale"
"576","LV Cash n Carry Attn Parth","undefined","las vegas","NV","undefined","Jared Leuzinger","Wholesale"
"540","Lyell Avenue Smoke Shop","undefined","Rochester","NY","undefined","Derek Whitworth","Wholesale"
"454","M&A Smoke Food Shop","undefined","Milton","KY","undefined","Jared","Wholesale"
"1756","MAC'S ON 2ND","undefined","LONG BEACH","California","undefined","Ben Wallner","Retail"
"1640","Mad Hatters Tea & Gifts","undefined","Bartlett","TN","undefined","Zalak","Distributor"
"1673","Mad Hatters Tea & Gifts Siloam Springs","undefined","West Siloam Springs","OK","undefined","Jared Leuzinger","Wholesale"
"838","Maduro","undefined","Moreno Valley","CA","undefined","Ben Wallner","Wholesale"
"988","Magic Man Fun Shop | Grant's Pass","undefined","Grants Pass","OR","undefined","Ben Wallner","Wholesale"
"707","magic vapes","undefined","stow","OH","undefined","Sergio","Wholesale"
"1493","Mahant 342 Inc","undefined","New York","New York","undefined","Derek Whitworth","Wholesale"
"1464","Mahi Smoke Shop","undefined","ttker","TX","undefined","Jared Leuzinger","Wholesale"
"572","Main On Mill","undefined","tempe","AZ","undefined","Jared Leuzinger","Wholesale"
"1111","Maine Northern Lights","undefined","Gardiner","Maine","undefined","Brandon Good","Retail"
"1473","MAINE SMOKE SHOPS","undefined","OLD TOWN","Maine","undefined","Derek Whitworth","Wholesale"
"1807","Majestic Distribtion LLC","undefined","Waukee","Iowa","undefined","Jared Leuzinger","Retail"
"447","MAL Brothers","undefined","Wilmington","NC","undefined","Tates","Wholesale"
"316","Manny Friedlander - JH","undefined","Rockaway","NJ","undefined","Derek Whitworth","Wholesale"
"619","Mark Pleshar","undefined","HOLLADAY","Utah","undefined","ShipStation","Retail"
"615","Mark Wilson","undefined","HOLLADAY","Utah","undefined","ShipStation","Retail"
"995","Mary Jane's House of Glass","undefined","Washougal","Washington","undefined","Ben Wallner","Wholesale"
"924","Mass Puff","undefined","Thorton","CO","undefined","Brandon Good","Wholesale"
"530","Master Chief's","undefined","Pleasanton","California","undefined","Derek Whitworth","Wholesale"
"456","Master Piece Smoke Shop","undefined","Brooklyn","NY","undefined","Derek Whitworth","Wholesale"
"958","MasterPiece Smoke Shop","undefined","Pierre","SD","undefined","Brandon Good","Wholesale"
"1044","MasterPiece SmokeShop","undefined","Pierre","SD","undefined","Brandon Good","Wholesale"
"1725","MATRIXGROWTH DISTRIBUTION LLC","undefined","NAPLES","Florida","undefined","ShipStation","Distributor"
"641","Matthew Colvin","undefined","Bridge City","Texas","undefined","SHOPIFY","Retail"
"633","Maureen Powers","undefined","BRYN MAWR","Pennsylvania","undefined","ShipStation","Retail"
"812","Max Distributing","undefined","little rock","AR","undefined","Jared Leuzinger","Distributor"
"1333","MAXX TOBACCO AND VAPOR","undefined","Raleigh","NC","undefined","Joe Simmons","Wholesale"
"740","MBI","undefined","Golden","CO","undefined","Brandon Good","Distributor"
"433","MBI Distro","undefined","Golden","Colorado","undefined","Brandon Good","Distributor"
"737","MDINAR LLC","undefined","Rocklin","CA","undefined","Ben Wallner","Distributor"
"604","Megan Foster","undefined","ARCADIA","Oklahoma","undefined","ShipStation","Retail"
"880","Mellow Fellows Shop","undefined","Decatur","Illinois","undefined","Sergio","Wholesale"
"839","Mercurius Smoke Shop","undefined","Brea","CA","undefined","Ben Wallner","Wholesale"
"1211","Mermaid Food Store 2","undefined","Naples","FL","undefined","Jared","Wholesale"
"1912","Metro Smoke","undefined","Brook Park","Ohio","undefined","Zalak Zaveri","Retail"
"1183","Metro wholesale inc","undefined","fife","WA","undefined","Ben Wallner","Distributor"
"1761","MIAMI GROCERIES","undefined","MIAMI BEACH","Florida","undefined","ShipStation","Wholesale"
"690","Micah Peterson","undefined","Salt Lake City","Utah","undefined","SHOPIFY","Retail"
"884","Michael Best & Friedrich","undefined","Wahington","DC","undefined","Derek Whitworth","Wholesale"
"187","Michael Hobbs","undefined","Palm Bay","FL","undefined","admin","Wholesale"
"587","Michael Moody","undefined","CHAPEL HILL","North Carolina","undefined","ShipStation","Retail"
"586","Michelle Justen","undefined","SAVAGE","Minnesota","undefined","ShipStation","Retail"
"338","midnight market | Vape And Smoke","undefined","Anchorage","AK","undefined","Brandon Good","Wholesale"
"709","Midnight Oasis","undefined","kent","OH","undefined","Sergio","Wholesale"
"771","Midnight Smoke Shop","undefined","Blue Springs","Missouri","undefined","Derek Whitworth","Wholesale"
"1420","Midview Smoke | OH","undefined","Grafton","Ohio","undefined","Brandon Good","Wholesale"
"665","Midwest Smoke Shop","undefined","Omaha","NE","undefined","Jared Leuzinger","Wholesale"
"968","Midwest Smoke Shop | Omaha NE","undefined","Omaha","NE","undefined","Jared Leuzinger","Wholesale"
"1442","Mike's International","undefined","Sherman Oaks","California","undefined","Jared Leuzinger","Wholesale"
"297","Mike's Smoke & Gift Shop","undefined","Sherman Oaks","CA","undefined","Ben Wallner","Wholesale"
"1425","Mike's Smoke cigar and gifts","undefined","Washington","UT","undefined","Brandon Good","Wholesale"
"730","Mile High Botanicals","undefined","Denver","CO","undefined","Brandon Good","Wholesale"
"571","Milk & Honey/ IAI","undefined","phoenix","AZ","undefined","Jared Leuzinger","Wholesale"
"1512","Miller Hill Smoke Shop","undefined","Duluth","MN","undefined","admin","Wholesale"
"1241","MILLWOOD GROCERY AND SPIRITS","undefined","MILLWOOD","WA","undefined","Ben Wallner","Wholesale"
"899","MiniMax","undefined","Austin","TX","undefined","Jared Leuzinger","Wholesale"
"699","Miracle Distributor","undefined","Bensalem","PA","undefined","Derek Whitworth","Wholesale"
"1551","Mittal Convenience Store","undefined","Catskill","New York","undefined","Derek Whitworth","Wholesale"
"1550","Mittal Petroleum Inc","undefined","Salt Point","New York","undefined","Derek Whitworth","Wholesale"
"1168","mitz group","undefined","boise","Idaho","undefined","Sergio","Wholesale"
"1733","MOBIL - MUSHEH FUEL CO","undefined","CHARLOTTE","Florida","undefined","ShipStation","Wholesale"
"1182","Moderne Primitives | TX","undefined","Texarkana","TX","undefined","Jared Leuzinger","Wholesale"
"1709","Modest Dollar","undefined","Aurora","Colorado","undefined","Brandon Good","Wholesale"
"1933","MOE'S SMOKE SHOP","undefined","CEDAR GROVE","North Dakota","undefined","Brandon Good","Wholesale"
"1148","Moksh Smoke Shop","undefined","Cypress","Texas","undefined","Jared","Wholesale"
"1136","Montana Moon Reflexology LLC","undefined","Glendive","MT","undefined","Brandon Good","Wholesale"
"536","Moon Smoke Shop","undefined","Tucson","AZ","undefined","Jared Leuzinger","Wholesale"
"770","Moonbound 2020 Inc","undefined","Lakeland","FL","undefined","Derek Whitworth","Wholesale"
"1459","Mountain High Wellness | WY","undefined","Gillette","WY","undefined","Brandon Good","Wholesale"
"498","mountain smokeshop","undefined","scottsdale","AZ","undefined","Jared Leuzinger","Wholesale"
"1741","MR EXPRESS","undefined","HUMBLE","Texas","undefined","Jared Leuzinger","Wholesale"
"1658","Mr Farmacist- Botanicals","undefined","San Antonio","TX","undefined","Jared Leuzinger","Wholesale"
"1173","Mr. Checkout Distributors","undefined","Oviedo","FL","undefined","Ben Wallner","Distributor"
"514","Mr. nice guy smoke emporium","undefined","melbourne","FL","undefined","Sergio","Wholesale"
"1654","Mr. Nice Guys","undefined","St Cloud","MN","undefined","Joe Simmons","Distributor"
"1515","Mr. Smoke Florida","undefined","Stuart","FL","undefined","Zalak","Wholesale"
"1870","Mr. Zip #603","undefined","Austin","Texas","undefined","Jared Leuzinger","Wholesale"
"1869","Mr. Zip #607","undefined","Buda","Texas","undefined","Derek Whitworth","Retail"
"1253","My Beverage Company","undefined","Clearwater","Florida","undefined","Jared","Retail"
"416","My Smoke Shop","undefined","Renton","WA","undefined","Ben Wallner","Wholesale"
"657","My Smoke Shop - Sunnyvale","undefined","Sunnyvale","CA","undefined","Ben Wallner","Wholesale"
"1773","My Smoke Stash Corp","undefined","Tamarac","Florida","undefined","Zalak Zaveri","Wholesale"
"417","Myxed Up Creations","undefined","Denver","CO","undefined","Brandon Good","Wholesale"
"1742","NADAL'S DELI & ORGANIC","undefined","NEW YORK","NY","undefined","ShipStation","Wholesale"
"1829","NashNash Vape & Eddies","undefined","Spirit Lake","Iowa","undefined","Jared Leuzinger","Retail"
"1871","Nate Vending","undefined","Minneapolis","Minnesota","undefined","Joe Simmons","Retail"
"1180","Nate's Smoke Shop","undefined","Long Beach","CA","undefined","Ben Wallner","Wholesale"
"1819","NATIVE GROCERY","undefined","AUSTIN","Texas","undefined","Jared Leuzinger","Wholesale"
"1345","Natural Vibrations","undefined","Columbia","SC","undefined","Joe Simmons","Wholesale"
"277","Nectar Vape & Smoke Shop","undefined","Marysville","CA","undefined","Ben Wallner","Wholesale"
"1423","Neighborhood Food Liquor & Tobacco","undefined","Cedar Rapids","IA","undefined","Jared Leuzinger","Wholesale"
"1186","Neighborhood Market","undefined","La Vergne","Tennessee","undefined","Jared","Wholesale"
"1494","Nepa 2 Wholesale LLC","undefined","West Palm Beach","FL","undefined","Zalak","Distributor"
"1801","Nevada Cash & Carry","undefined","Reno","Nevada","undefined","Jared Leuzinger","Distributor"
"1715","Nevada Nexus Distributors","undefined","Las Vegas ","NV","undefined","Jared Leuzinger","Distributor"
"1078","nevada smokeshop","undefined","las vegas","Nevada","undefined","Jared Leuzinger","Wholesale"
"565","New City Plus Glass Shop","undefined","Oakland","CA","undefined","Ben Wallner","Wholesale"
"17","New Dawn","undefined","Omaha","NE","undefined","Jared Leuzinger","Wholesale"
"561","New Smoke For Less","undefined","San Jose","CA","undefined","Ben Wallner","Wholesale"
"1644","New Smoke Shop","undefined","Quincy","Massachusetts","undefined","Derek Whitworth","Wholesale"
"664","News & Cigarette City","undefined","Modesto","CA","undefined","Ben Wallner","Wholesale"
"1528","Nick Food Mart","undefined","San Antonio","Texas","undefined","Jared Leuzinger","Wholesale"
"1199","Night Owl Smoke Shop","undefined","Murrieta","California","undefined","Jared","Wholesale"
"1206","Nikk Drips Retail","undefined","Post Falls","ID","undefined","Jared Leuzinger","Wholesale"
"773","Nimbus Wholesale","undefined","Denver","Colorado","undefined","Brandon Good","Distributor"
"1185","Nimbus Wholesale (CO Springs)","undefined","Colorado Springs","Colorado","undefined","Brandon Good","Retail"
"1414","Nirvana Smok Shop | NY","undefined","Patchogue","NY","undefined","Derek Whitworth","Wholesale"
"1328","NNT of Titusville","undefined","Titusville","Florida","undefined","Joe Simmons","Wholesale"
"1955","No Gravity","undefined","Boise","","undefined","Derek Whitworth","Retail"
"1226","No Limit Smoke Shop","undefined","Modesto","CA","undefined","Ben Wallner","Wholesale"
"1322","NOMAD SMOKE SHOP","undefined","Washington","DC","undefined","Derek Whitworth","Wholesale"
"1727","NORCAL LIQUORS","undefined","TRACY","California","undefined","Ben Wallner","Retail"
"1783","Noreservations","undefined","Flushing","New York","undefined","Derek Whitworth","Wholesale"
"302","Northland Vapor & CBD","undefined","Fargo","ND","undefined","Brandon Good","Wholesale"
"439","Northland Vapor LLC","undefined","Fargo","North Dakota","undefined","Brandon Good","Distributor"
"1138","Northwest distro","undefined","LYNWOOD","WA","undefined","Ben Wallner","Distributor"
"1506","Northwest Importer - Fife","undefined","Fife","WA","undefined","Ben Wallner","Distributor"
"1505","Northwest Importer - mountlake","undefined","Mountlake terrece","WA","undefined","Ben Wallner","Distributor"
"1432","noura smoke & vape shop","undefined","St. Augustine","Florida","undefined","Brandon Good","Wholesale"
"1204","Nova Distro Inc","undefined","Manassas","VA","undefined","Jared","Distributor"
"193","Novelty Outlet USA","undefined","Dallas","TX","undefined","Ben Wallner","Wholesale"
"1089","Novelty Plus Wholesale","undefined","Greenbrier","Tennessee","undefined","Jared","Retail"
"925","Novelty Wholesale INC","undefined","Memphis","TN","undefined","Jared","Distributor"
"287","Number One Distro","undefined","Denver","CO","undefined","Brandon Good","Distributor"
"1646","Nutrition City","undefined","Minneapolis","MN","undefined","Joe Simmons","Wholesale"
"480","NY Smoke and Vape","undefined","New York","NY","undefined","Derek Whitworth","Wholesale"
"910","NYC Convenience","undefined","New York","NY","undefined","Derek Whitworth","Wholesale"
"1860","O.K. Distributing Company, Inc.","undefined","Williston","North Dakota","undefined","Brandon Good","Retail"
"1581","Oahu Drinks Inc. | HI","undefined","Mililani","HI","undefined","Brandon Good","Distributor"
"1746","OAK SMOKE SHOP","undefined","OAK PARK","California","undefined","Ben Wallner","Retail"
"1541","Oaks Goods Disribution LLC","undefined","Chesapeake","VA","undefined","Zalak","Wholesale"
"1338","Ocean Smoke Shop","undefined","Long Beach","CA","undefined","Ben Wallner","Wholesale"
"1039","OG Lucky's Smoke Shop | Minot","undefined","Minot","ND","undefined","Brandon Good","Wholesale"
"959","OG wholesale","undefined","Willoughby","Ohio","undefined","Zalak","Distributor"
"1885","OH-BC HQ LLC","undefined","Toledo","Ohio","undefined","Unassigned","Distributor"
"1895","OHM FOOD MART","undefined","INMAN","South Carolina","undefined","Zalak Zaveri","Wholesale"
"1032","Oklahoma Green Stop | Stillwater","undefined","Stillwater","OK","undefined","Jared Leuzinger","Wholesale"
"1736","OLD NELSON FOOD MARKET SPRING GARDEN","undefined","PHILADELPHIA","Pennsylvania","undefined","ShipStation","Wholesale"
"120","Old School Vaper Co","undefined","Spring Hill","Tennessee","undefined","mattPeters","Retail"
"158","Olympia Wholesale","undefined","Lacey","WA","undefined","Ben Wallner","Distributor"
"551","One Love","undefined","Loveland","Colorado","undefined","Brandon Good","Wholesale"
"1677","One Stop Smoke Shop | UT","undefined","Ogden","UT","undefined","Brandon Good","Wholesale"
"553","OOvape llc","undefined","anthem","AZ","undefined","Jared Leuzinger","Wholesale"
"1184","Orbit Distro LLC","undefined","Dallas","TX","undefined","Jared Leuzinger","Distributor"
"271","Orchard Express","undefined","boise","ID","undefined","Shane Hymas","Wholesale"
"1884","Oregon Distro","undefined","Portland","Oregon","undefined","Ben Wallner","Distributor"
"123","Oregon Seed to Sale","undefined","Meridan","ID","undefined","admin","Distributor"
"1119","Oregon Vape Society, CBD | Eugene","undefined","Eugene","OR","undefined","Ben Wallner","Wholesale"
"1760","ORGANIC GIRL ON 3RD","undefined","BROOKLYN","New York","undefined","Derek Whitworth","Wholesale"
"1772","ORGANIC SNACKS 1 & CONVENIENCE","undefined","BROOKLYN","New York","undefined","ShipStation","Retail"
"1443","Oriental Imports","undefined","denver","CO","undefined","Brandon Good","Wholesale"
"1415","Otg Distribution","undefined","Parma heights","Ohio","undefined","Sergio","Distributor"
"1485","OURGLASS SMOKESHOP LLC | CO","undefined","Pueblo","CO","undefined","Brandon Good","Wholesale"
"742","Outcast Distribution LLC","undefined","Signal Hill","CA","undefined","Ben Wallner","Distributor"
"1411","Outlier Distribution","undefined","Boise","ID","undefined","mcraft","Distributor"
"240","Outter Limits","undefined","Oklahoma City","OK","undefined","Jared Leuzinger","Wholesale"
"1284","Overlea Tobacco & Supermart","undefined","Baltimore","MD","undefined","Derek Whitworth","Wholesale"
"1027","Ozone smoke shop | Zion","undefined","Zion","Illinois","undefined","Brandon Good","Wholesale"
"635","Paige Lynch","undefined","FREDERICKSBRG","Virginia","undefined","ShipStation","Retail"
"905","Paleface Grocery","undefined","Spicewood","TX","undefined","Jared Leuzinger","Wholesale"
"1567","Pamir Smoke Shop | CO","undefined","Colorado Springs","CO","undefined","Brandon Good","Wholesale"
"1568","Pamir Smoke Shop 2 | CO","undefined","Colorado Springs","CO","undefined","Brandon Good","Wholesale"
"824","Par Wholesale LLC","undefined","Clearwater","FL","undefined","Jared","Distributor"
"1726","PARADISE SMOKE SHOP(HUNT)","undefined","HUNTINGTOWN","Maryland","undefined","Ben Wallner","Retail"
"669","Paradise Tobacco","undefined","Santa Barbara","California","undefined","Derek Whitworth","Wholesale"
"881","Paradox Wilsonville","undefined","Wilsonville","Oregon","undefined","Unassigned","Wholesale"
"501","Paramount Imports","undefined","San Jose","California","undefined","Ben Wallner","Wholesale"
"1287","patorco smoke shop","undefined","baltimore","MD","undefined","Derek Whitworth","Wholesale"
"202","Patriot Wholesale","undefined","Dearborn Heights","MI","undefined","admin","Distributor"
"570","Paykoc Imports","undefined","Denver","CO","undefined","Brandon Good","Wholesale"
"443","Payless Cigarettes","undefined","Livermore","CA","undefined","Ben Wallner","Wholesale"
"394","Payson Smoke and Vape","undefined","Payson","AZ","undefined","Jared Leuzinger","Wholesale"
"235","PB's C Store","undefined","Boise","ID","undefined","Sergio","Wholesale"
"772","PBC Trading Inc","undefined","Palm Springs","Florida","undefined","Derek Whitworth","Wholesale"
"650","Peace Pipe Smoke Shop","undefined","Santa Clara","CA","undefined","Ben Wallner","Wholesale"
"789","PEACHY MART","undefined","Austin","Texas","undefined","Jared Leuzinger","Wholesale"
"795","Pearl Distribution inc","undefined","Ogden","UT","undefined","Brandon Good","Distributor"
"1948","Pehnawa Distro","undefined","Hollis","","undefined","Derek Whitworth","Retail"
"768","Perdido Smoke Shop","undefined","Pensacola","Florida","undefined","Derek Whitworth","Wholesale"
"630","Petra Schlemlein","undefined","ISSAQUAH","Washington","undefined","ShipStation","Retail"
"506","phoenixville smoke inc","undefined","phoenixville","PA","undefined","Derek Whitworth","Wholesale"
"876","Pied Piper","undefined","Portland","TN","undefined","Jared","Wholesale"
"941","Pinewood Club LLC","undefined","Orlando","FL","undefined","admin","Wholesale"
"1047","pioneer wholesale","undefined","las vegas","Nevada","undefined","Jared Leuzinger","Retail"
"1845","Pitstop Express #29","undefined","Houston","Texas","undefined","Jared Leuzinger","Wholesale"
"1235","pittsburgh wholesale","undefined","pittsburgh","Pennsylvania","undefined","Derek Whitworth","Retail"
"1517","Planet X Vapor & Smoke | AK","undefined","Anchorage","AK","undefined","Brandon Good","Wholesale"
"945","Plant City Smoke Shop","undefined","Plant City","FL","undefined","Derek Whitworth","Wholesale"
"1169","Plus One Distribution","undefined","salt lake","Utah","undefined","Sergio","Retail"
"1676","Pluto's Smoke Shop | ND","undefined","Grand Forks","ND","undefined","Brandon Good","Wholesale"
"1675","Pluto's Smoke Shop | WY","undefined","Cheyenne","Wyoming","undefined","Brandon Good","Wholesale"
"1263","pony express","undefined","colorado springs","Colorado","undefined","Brandon Good","Wholesale"
"642","Port City Distro","undefined","Wilmington","NC","undefined","Zalak Zaveri","Distributor"
"942","Port City Distro","undefined","","","undefined","Zalak","Retail"
"916","Portland Exon","undefined","Portland","TN","undefined","Jared","Wholesale"
"1132","Portland Smoke & Vape","undefined","Portland","Maine","undefined","Derek Whitworth","Retail"
"114","Pot O' Gold Variety & Pawn","undefined","Camden","Tennessee","undefined","mattPeters","Wholesale"
"674","Power Smoke Shop","undefined","Pullman","WA","undefined","Ben Wallner","Wholesale"
"1815","PRATT GOURMET & DELI CORP","undefined","BROOKLYN","New York","undefined","ShipStation","Retail"
"1557","Precision Edge Fit LLC","undefined","Omaha","NE","undefined","Jared Leuzinger","Wholesale"
"1392","Premium Clouds Vape","undefined","Cedar Rapids","IA","undefined","Jared Leuzinger","Wholesale"
"577","Premium Supplements LLC","undefined","Imlay City","MI","undefined","Sergio","Wholesale"
"1797","Price Perfect Distributors","undefined","Newburgh","New York","undefined","Derek Whitworth","Distributor"
"1712","Prime Distributors","undefined","Miami","Florida","undefined","Shane-Inactive","Distributor"
"293","Prince Royal Inc","undefined","Waco","TX","undefined","Jared Leuzinger","Wholesale"
"1028","Prolific Distro","undefined","boise","Idaho","undefined","Sergio","Distributor"
"727","PSM Distributors","undefined","South Plainfield","NJ","undefined","Derek Whitworth","Distributor"
"1553","Public Smoke Shop | CO","undefined","Loveland","CO","undefined","Brandon Good","Wholesale"
"318","Public Smokeshop","undefined","Longmont","CO","undefined","Brandon Good","Wholesale"
"1552","Puff N Stuff","undefined","Pennsylvania","Pennsylvania","undefined","Derek Whitworth","Wholesale"
"538","Puff On Smoke Shop","undefined","Globe","AZ","undefined","Jared Leuzinger","Wholesale"
"275","Puff-N-Go Smoke & Vapor","undefined","Plano","TX","undefined","Jared Leuzinger","Wholesale"
"1097","Puff-N-Stuff","undefined","Helena","MT","undefined","Brandon Good","Wholesale"
"321","Puff-x | Gdhungal LLC","undefined","Murray","UT","undefined","Brandon Good","Wholesale"
"1208","puffs smoke and vape","undefined","westminster","Colorado","undefined","Brandon Good","Wholesale"
"926","Puffs vape/head shop","undefined","Fargo","ND","undefined","Brandon Good","Wholesale"
"541","Pumpernickel Pops","undefined","Daytona Beach","","undefined","Robert Farias","Retail"
"1943","Purple Distribution LLC","undefined","Edison","New Jersey","undefined","Derek Whitworth","Retail"
"1152","Purple Haze","undefined","Daytona Beach","Florida","undefined","Derek Whitworth","Wholesale"
"1017","PURPLE HAZE CHATSWORTH-TOP (CA)","undefined","Chatsworth","CA","undefined","Ben Wallner","Wholesale"
"997","PURPLE HAZE COSTA MESA-CM (CA)","undefined","Costa Mesa","CA","undefined","Ben Wallner","Wholesale"
"999","PURPLE HAZE GRANADA HILLS-GH (CA)","undefined","Granada Hills","CA","undefined","Ben Wallner","Wholesale"
"1000","PURPLE HAZE HERMOSA BEACH-HM (CA)","undefined","Hermosa Beach","CA","undefined","Ben Wallner","Wholesale"
"1001","PURPLE HAZE HUNTINGTON BEACH-HN (CA)","undefined","Huntington Beach","CA","undefined","Ben Wallner","Wholesale"
"1004","PURPLE HAZE LOS ANGELES-LA (CA)","undefined","Los Angeles","CA","undefined","Ben Wallner","Wholesale"
"1005","PURPLE HAZE LOS ANGELES-LA2 (CA)","undefined","Los Angeles","CA","undefined","Ben Wallner","Wholesale"
"1010","PURPLE HAZE NORTHRIDGE-NORTH (CA)","undefined","Northridge","CA","undefined","Ben Wallner","Wholesale"
"1012","PURPLE HAZE PORTER RANCH-RANCH (CA)","undefined","Porter Ranch","CA","undefined","Ben Wallner","Wholesale"
"1014","PURPLE HAZE SHERMAN OAKS-SO (CA)","undefined","Sherman Oaks","CA","undefined","Ben Wallner","Wholesale"
"1013","PURPLE HAZE STUDIO CITY-SC (CA)","undefined","Studio City","CA","undefined","Ben Wallner","Wholesale"
"1020","PURPLE HAZE VAN NUYS-VN (CA)","undefined","Van Nuys","CA","undefined","Ben Wallner","Wholesale"
"495","purple haze vape n smoke shop","undefined","helotes","TX","undefined","Jared Leuzinger","Wholesale"
