"Customer #","Name","Address","City","State","Zip","Sales Rep","Account Type"
"620","Derek Roos","undefined","CENTENNIAL","Colorado","undefined","ShipStation","Retail"
"606","Derek Stamos","undefined","PORTLAND","Oregon","undefined","ShipStation","Retail"
"392","Destin Smoke Shop","undefined","Destin","Florida","undefined","Derek Whitworth","Wholesale"
"595","Dionne Coburn","undefined","CLOVER","South Carolina","undefined","ShipStation","Retail"
"867","Direct Wholesale","undefined","Austin","TX","undefined","Jared Leuzinger","Distributor"
"259","Discontent Lifestyle Stores","undefined","Billings","MT","undefined","Brandon Good","Wholesale"
"813","Discount Cigarettes","undefined","Chico","CA","undefined","Ben Wallner","Wholesale"
"238","DISCOUNT CIGARETTES","undefined","EUREKA","CA","undefined","Ben Wallner","Wholesale"
"1556","Discount Cigarettes & Cigar Market","undefined","Chico","California","undefined","Ben Wallner","Wholesale"
"1202","Discount Novelties Wholesale","undefined","Houston","TX","undefined","Jared Leuzinger","Distributor"
"1498","Discount Smoke and Vape | HI","undefined","Pearl City","Hawaii","undefined","Brandon Good","Wholesale"
"1261","Discount Smokes # 2","undefined","Colby","KS","undefined","Jared Leuzinger","Wholesale"
"1849","Discount Vape and More Inc","undefined","Lower Burrell","Pennsylvania","undefined","Derek Whitworth","Wholesale"
"1674","Discount Wholesale | OR","undefined","Roseburg","OR","undefined","Ben Wallner","Distributor"
"726","Discount Wholesale Inc","undefined","Tupelo","MS","undefined","Jared Leuzinger","Distributor"
"792","Dispensary by Best Buds 6th ave","undefined","new york","NY","undefined","Derek Whitworth","Wholesale"
"791","Dispensary by Best Buds 8th AVe","undefined","New York","NY","undefined","Derek Whitworth","Wholesale"
"1848","DNB Distro","undefined","Denver","Colorado","undefined","Brandon Good","Retail"
"412","Dominant Distribution","undefined","Riverside","CA","undefined","Ben Wallner","Distributor"
"1771","DOMINO CONVENIENCE INC","undefined","BROOKLYN","New York","undefined","ShipStation","Retail"
"637","Donald Fisher","undefined","SAN JUAN CAPO","California","undefined","ShipStation","Retail"
"603","Donnie Thigpen","undefined","RIDGEWAY","South Carolina","undefined","ShipStation","Retail"
"1538","Double Up Wholesale","undefined","Eagen","MN","undefined","Joe Simmons","Distributor"
"1787","Douglas Vapor LLC | WY","undefined","Douglas","Wyoming","undefined","Brandon Good","Retail"
"308","Down South Distro","undefined","nashville","Tennessee","undefined","Jared Leuzinger","Distributor"
"1811","Doyles Sheehan","undefined","Coeur d"Alene","Idaho","undefined","Brandon Good","Wholesale"
"1083","Dr. Smoke | KC","undefined","Kansas City","Missouri","undefined","Brandon Good","Wholesale"
"491","DRAGON TOBACCO","undefined","CHICO","CA","undefined","Ben Wallner","Wholesale"
"432","Drapergate coffee and vape","undefined","Draper","UT","undefined","Sergio","Wholesale"
"1721","DREAM SMOKE SHOP","undefined","MARTINEZ","CA","undefined","Ben Wallner","Retail"
"1233","Dreams LLC","undefined","Washington","District of Columbia","undefined","Derek Whitworth","Wholesale"
"776","Dreams Smoke Shop","undefined","Washington","District of Columbia","undefined","Derek Whitworth","Wholesale"
"1086","Drew's Tobacco World","undefined","Oklahoma City","Oklahoma","undefined","Jared Leuzinger","Retail"
"511","Drip Botanical Tea Bar","undefined","Tampa","FL","undefined","Jared","Wholesale"
"178","DTLA Smokes","undefined","Los Angeles","CA","undefined","Ben Wallner","Wholesale"
"440","Duke City Herbs","undefined","Albuquerque","NM","undefined","Jared Leuzinger","Wholesale"
"906","Dungeon Smoke Shop","undefined","Chico","CA","undefined","Ben Wallner","Wholesale"
"204","Durity Distro","undefined","Boise","ID","undefined","admin","Distributor"
"1650","E-Smoke & Cigar","undefined","Huntington","New York","undefined","Derek Whitworth","Wholesale"
"1697","E-Smoke & Convenience","undefined","New York","NY","undefined","Derek Whitworth","Wholesale"
"1177","Eagles Smoke Shop","undefined","Anaheim","CA","undefined","Ben Wallner","Wholesale"
"1331","East 4th Food Mart | Olympia","undefined","Olympia","WA","undefined","Ben Wallner","Wholesale"
"1584","East Coast Vapes","undefined","Cranberry Township","PA","undefined","Derek Whitworth","Wholesale"
"170","East texas Sales and Service","undefined","Whitehouse","TX","undefined","Jared Leuzinger","Wholesale"
"1965","Ecig City | ND","undefined","","","undefined","Brandon Good","Retail"
"278","Econo Distribution","undefined","San Jose","CA","undefined","Ben Wallner","Distributor"
"1755","EDDIES LIQUOR","undefined","LONG BEACH","CA","undefined","Ben Wallner","Retail"
"1851","Edison Grab N Go | UT","undefined","Salt Lake City","Utah","undefined","Brandon Good","Retail"
"1917","EG AMERICA","undefined","LEXINGTON","Massachusetts","undefined","Derek Whitworth","Wholesale"
"1340","Egyptian Vape","undefined","Meridian","ID","undefined","Sergio","Wholesale"
"1216","El Paso Leaf","undefined","El Paso","Texas","undefined","Derek Whitworth","Wholesale"
"214","Elavate Smokeshop","undefined","Vista","CA","undefined","Ben Wallner","Wholesale"
"1681","Elev8 Glass Gallery | CO","undefined","Colorado Springs","CO","undefined","Brandon Good","Wholesale"
"244","Elevate Wholesale","undefined","Boca Raton","FL","undefined","mattPeters","Distributor"
"245","Elevated Alternatives","undefined","boise","ID","undefined","Sergio","Wholesale"
"927","Elevation Head Shop","undefined","Pagosa Springs","CO","undefined","Brandon Good","Wholesale"
"960","Elite Distributors - ED","undefined","Orlando","FL","undefined","Zalak","Wholesale"
"1920","Elite Smoke And Vape | UT","undefined","Murray","Utah","undefined","Brandon Good","Retail"
"1157","Elite Smoke Shop | Spokane","undefined","Spokane","WA","undefined","Ben Wallner","Wholesale"
"489","Elizabeth Stahl","undefined","Kalamazoo","MI","undefined","admin","Retail"
"655","EMPIRE SMOKE & VAPE","undefined","FRESNO","CA","undefined","Ben Wallner","Wholesale"
"1693","Empire Vapor Vape & Smoke | WY","undefined","Casper","Wyoming","undefined","Brandon Good","Wholesale"
"678","endless vision llc","undefined","grove","CA","undefined","Ben Wallner","Wholesale"
"580","Eric Roy","undefined","LITTLETON","Colorado","undefined","ShipStation","Retail"
"1276","Erie Distributors","undefined","Erie","PA","undefined","Derek Whitworth","Distributor"
"179","Eros Smoke & Vape","undefined","Los Angeles","CA","undefined","Ben Wallner","Wholesale"
"1830","Eros Wholesalers","undefined","Eden Prairie","Minnesota","undefined","Joe Simmons","Retail"
"1342","Essentials Vape","undefined","Cedar Rapids","IA","undefined","Jared Leuzinger","Wholesale"
"1042","Etown Marketing & Distributing","undefined","Elizabethtown","KY","undefined","Zalak","Wholesale"
"952","Eureka Smoke Shop | Eureka","undefined","Eureka","CA","undefined","Ben Wallner","Wholesale"
"1398","Everest Distribution","undefined","Salt Lake City","UT","undefined","Brandon Good","Distributor"
"525","Everest Smoke Shop","undefined","Santa Rosa","CA","undefined","Ben Wallner","Wholesale"
"16","Exclusive Distributors","undefined","Kirkland","WA","undefined","Ben Wallner","Distributor"
"1077","Exon Food & Fuels","undefined","Hendersonville","TN","undefined","Jared","Wholesale"
"313","Exotic Distro","undefined","West Valley","UT","undefined","Brandon Good","Distributor"
"196","Exotic Wholesale","undefined","phoenix","AZ","undefined","Jared Leuzinger","Distributor"
"483","Exotic1Smoke","undefined","Oakland","CA","undefined","Ben Wallner","Wholesale"
"1637","Express Wholesale","undefined","Baton Rouge","LA","undefined","Jared Leuzinger","Distributor"
"1670","EZ Mart / K Corner Store","undefined","TACOMA","WA","undefined","Ben Wallner","Wholesale"
"886","Fairfield Grocery","undefined","Walhalla","SC","undefined","admin","Wholesale"
"964","Falaq Wholesale","undefined","jacksonville","FL","undefined","Sergio","Distributor"
"1395","Fat Boy Tobacco","undefined","Sioux Falls","SD","undefined","Brandon Good","Wholesale"
"1299","Fire Smoke Vape","undefined","Greenacres","Florida","undefined","Derek Whitworth","Wholesale"
"714","First Choice Kratom","undefined","Dayton","OH","undefined","Sergio","Wholesale"
"717","First Choice Kratom - 1","undefined","Cincinnati","OH","undefined","Sergio","Wholesale"
"746","First Stop Tobacco Shop","undefined","Morrisville","Pennsylvania","undefined","Derek Whitworth","Wholesale"
"1325","First Stop Vape Shop","undefined","North Platte","NE","undefined","Jared Leuzinger","Wholesale"
"1283","Fleet Smoke & Tobacco","undefined","Baltimore","MD","undefined","Derek Whitworth","Wholesale"
"1543","Fog City","undefined","Titusville","FL","undefined","Joe Simmons","Wholesale"
"754","FOLSOM TOBACCO","undefined","FOLSOM","CA","undefined","Ben Wallner","Wholesale"
"695","Foodies Corner 3","undefined","austin","TX","undefined","Jared Leuzinger","Wholesale"
"783","FOUR CORNERS FOOD MART","undefined","LAKEWOOD","Washington","undefined","Ben Wallner","Retail"
"574","Fourice Brands LLC","undefined","Irvine","CA","undefined","Ben Wallner","Distributor"
"1803","Foursquare Distributors","undefined","Oakdale","Pennsylvania","undefined","Derek Whitworth","Retail"
"918","FRANKLIN MKT","undefined","LEBANON","TN","undefined","Jared","Wholesale"
"49","Free River- cust.","undefined","Boise","ID","undefined","admin","Distributor"
"1031","Friendly Market Dispensary | Norman","undefined","Norman","OK","undefined","Jared Leuzinger","Wholesale"
"1525","Friendly Vape Distro","undefined","Las Vegas","NV","undefined","Jared Leuzinger","Distributor"
"1751","FUEL WISE","undefined","AUSTIN","Texas","undefined","Jared Leuzinger","Wholesale"
"677","Full House Wholesale","undefined","Troy","Michigan","undefined","Zalak","Distributor"
"904","Fulton Exotic World","undefined","Brooklyn","NY","undefined","Derek Whitworth","Wholesale"
"718","Fumee Smoke & Vape","undefined","West chester township","OH","undefined","Sergio","Wholesale"
"1692","Fumeteo Bird Road","undefined","Miami","Florida","undefined","Derek Whitworth","Wholesale"
"1257","G & J Smoke Shop","undefined","Lincoln","NE","undefined","Jared Leuzinger","Wholesale"
"126","G G Smoke & Vapor","undefined","Yelm","WA","undefined","Ben Wallner","Wholesale"
"732","G&S Wholesale","undefined","Allentown","Pennsylvania","undefined","Derek Whitworth","Distributor"
"467","Galactic Smokers","undefined","New York","NY","undefined","Derek Whitworth","Wholesale"
"944","Galatix distro","undefined","boise","Idaho","undefined","Sergio","Distributor"
"1271","Galaxy Tobacco & Vape","undefined","Omaha","NE","undefined","Jared Leuzinger","Wholesale"
"1827","Galaxy Vape & Smoke","undefined","Salt Lake City","Utah","undefined","Brandon Good","Wholesale"
"415","Gandolf's Smoke Shop","undefined","Durango","CO","undefined","Brandon Good","Wholesale"
"1880","Gann Services","undefined","Lufkin","Texas","undefined","Jared Leuzinger","Retail"
"802","Ganued","undefined","Parkville","MD","undefined","Derek Whitworth","Wholesale"
"1529","GAP Hacienda Inc","undefined","Hacienda Heights","CA","undefined","Ben Wallner","Distributor"
"1530","Gap Station Inc.","undefined","Hemet","CA","undefined","Ben Wallner","Wholesale"
"1820","Garden Spot","undefined","ANDERSON","South Carolina","undefined","ShipStation","Wholesale"
"598","Garrett Claridge","undefined","BELLEVUE","Washington","undefined","ShipStation","Retail"
"500","GATEWAY SMOKE SHOP","undefined","OAKLAND","CA","undefined","Ben Wallner","Wholesale"
"1711","General Smoke Shop LLC | HI","undefined","Kapaa","Hawaii","undefined","Brandon Good","Wholesale"
"281","Genesis Brands LLC","undefined","Gallatin","TN","undefined","Jared","Wholesale"
"405","Giant Distribution","undefined","Bristol","PA","undefined","Derek Whitworth","Distributor"
"185","GIFTS AND SMOKES 4 LESS","undefined","ROCKLIN","CA","undefined","Ben Wallner","Wholesale"
"1192","Gifts from Earth","undefined","Sacramento","CA","undefined","Ben Wallner","Wholesale"
"893","GK industries","undefined","boise","ID","undefined","Sergio","Wholesale"
"1826","GK Petroleum","undefined","King of Prussia","Pennsylvania","undefined","Derek Whitworth","Wholesale"
"249","Glass Act","undefined","Colorado Springs","CO","undefined","Brandon Good","Wholesale"
"1492","Glass Paper & Vapor","undefined","New Castle","PA","undefined","Derek Whitworth","Wholesale"
"1167","Glassroots Smoke Shop","undefined","Riverside","CA","undefined","Ben Wallner","Wholesale"
"1812","Glenwood One Stop Inc","undefined","Glenmoore","Pennsylvania","undefined","Derek Whitworth","Retail"
"931","Glider Distribution LLC","undefined","Chesapeake","VA","undefined","Jared","Distributor"
"481","Global Distro","undefined","Tucker","GA","undefined","admin","Distributor"
"1150","Global Merchandise Wholesale","undefined","Detroit","MI","undefined","Jared","Distributor"
"461","Globug","undefined","Alamogordo","NM","undefined","Jared Leuzinger","Wholesale"
"1766","GOLD BEACH LIQUOR AND SMOKES","undefined","GOLD BEACH","OR","undefined","Ben Wallner","Retail"
"1191","Gold Leaf Botanicals","undefined","Placerville","CA","undefined","Ben Wallner","Distributor"
"744","Golden Eagle Distributors","undefined","Bensenville","Illinois","undefined","Jared Leuzinger","Wholesale"
"1744","GOLDEN RULE LIQUOR","undefined","W HOLLYWOOD","CA","undefined","Ben Wallner","Retail"
"301","Golden Smoke Shop","undefined","Palm Springs","CA","undefined","Ben Wallner","Wholesale"
"253","Good Daze Smoke Shop","undefined","Tulsa","OK","undefined","Jared Leuzinger","Wholesale"
"1579","Good Earth Markets","undefined","American Fork","UT","undefined","Brandon Good","Wholesale"
"1879","Good Health Wellness | UT","undefined","Riverdale","Utah","undefined","Brandon Good","Wholesale"
"209","Good Vibes","undefined","Loveland","CO","undefined","Brandon Good","Wholesale"
"1447","Good Vibes Boise","undefined","Boise","ID","undefined","admin","Wholesale"
"428","Gotam smoke shop","undefined","layton","UT","undefined","Brandon Good","Wholesale"
"1735","GRAB N GO","undefined","EAST PROVIDENCE","Maryland","undefined","Derek Whitworth","Wholesale"
"687","Grace Charrie","undefined","Denver","Colorado","undefined","SHOPIFY","Retail"
"1520","Grand Smoke Shop","undefined","Brooklyn","New York","undefined","Derek Whitworth","Wholesale"
"623","Grant Gibbs","undefined","OKLAHOMA CITY","Oklahoma","undefined","ShipStation","Retail"
"1546","Grass Valley Cig Mart","undefined","Grass Valley","CA","undefined","Ben Wallner","Wholesale"
"1656","Grateful Shed | MT","undefined","Bozeman","MT","undefined","Brandon Good","Wholesale"
"409","Gravitate Smoke Shop","undefined","Chandler","AZ","undefined","Jared Leuzinger","Wholesale"
"940","Great Products","undefined","Carrollton","TX","undefined","Jared Leuzinger","Wholesale"
"162","Green Mist","undefined","West Columbia","SC","undefined","Jared","Wholesale"
"1075","Green Valley Smoke Shop","undefined","Wichita","KS","undefined","Jared Leuzinger","Wholesale"
"1802","Green Valley Vape and Pipe","undefined","Denver","Colorado","undefined","Brandon Good","Retail"
"468","Greenwich Vibez","undefined","New York","NY","undefined","Derek Whitworth","Wholesale"
"420","Grow Kratom","undefined","salt lake","UT","undefined","Brandon Good","Wholesale"
"487","Gunner's Smoke Shop","undefined","Penn Valley","California","undefined","Derek Whitworth","Wholesale"
"163","Gursatya Wholesale","undefined","Fife","WA","undefined","Ben Wallner","Distributor"
"164","H and A Supplies","undefined","Louisville","KY","undefined","mattPeters","Wholesale"
"460","Haight Street Tobacco","undefined","San Francisco","CA","undefined","Ben Wallner","Wholesale"
"1229","Hamilton Market | Spokane","undefined","Spokane","WA","undefined","Ben Wallner","Wholesale"
"1561","HANDY MART","undefined","SEDRO WOOLLEY","WA","undefined","Ben Wallner","Wholesale"
"965","Hanks Supermarket","undefined","New Orleans","LA","undefined","Jared Leuzinger","Wholesale"
"1453","Happy Time Liquor","undefined","Santee","CA","undefined","Ben Wallner","Wholesale"
"1900","HAQ Ventures","undefined","Austin","Texas","undefined","Jared Leuzinger","Wholesale"
"547","Harry's Smoke and Vapor","undefined","Omaha","NE","undefined","Jared Leuzinger","Wholesale"
"911","Hartsdale Tobacco","undefined","Hartsdale","NY","undefined","Derek Whitworth","Wholesale"
"558","havana leaf llc","undefined","scottsdale","AZ","undefined","Jared Leuzinger","Wholesale"
"1356","Hayk's Smoke Shop","undefined","Santa Monica","CA","undefined","Ben Wallner","Wholesale"
"462","Head Rush","undefined","San Francisco","CA","undefined","Ben Wallner","Wholesale"
"1099","Heaven Smoke Shop","undefined","Concord","California","undefined","Derek Whitworth","Wholesale"
"1501","Heavy Clouds Vape & Smoke","undefined","Upland","CA","undefined","Ben Wallner","Wholesale"
"843","Hemp Plus","undefined","Williston","ND","undefined","Brandon Good","Wholesale"
"579","Hempire State Smoke Shop","undefined","Rochester","New York","undefined","Derek Whitworth","Wholesale"
"406","Herb n Legend","undefined","Houston","TX","undefined","Jared Leuzinger","Wholesale"
"207","Herb's N Roots","undefined","Boca Raton","FL","undefined","red","Wholesale"
"1833","Herbals Finest","undefined","Greeley","Colorado","undefined","Brandon Good","Retail"
"1509","Herban Alternatives","undefined","midwest City","OK","undefined","Jared Leuzinger","Wholesale"
"490","Herban Trails","undefined","Cheektowaga","New York","undefined","Derek Whitworth","Wholesale"
"781","Herbanicals","undefined","Clearwater","FL","undefined","Jared","Wholesale"
"285","Herbsnleaf","undefined","Costa Mesa","CA","undefined","Ben Wallner","Wholesale"
"250","Hi Five Tobacco","undefined","Chico","CA","undefined","Ben Wallner","Wholesale"
"797","Hi-Life Smoke & Vapor","undefined","Scottsdale","AZ","undefined","Jared Leuzinger","Wholesale"
"1251","High Altitude","undefined","Frisco","CO","undefined","Brandon Good","Wholesale"
"654","High Mood Smoke Shop","undefined","Fresno","CA","undefined","Ben Wallner","Wholesale"
"1471","High Society Boutique","undefined","Cleveland","OH","undefined","Joe Simmons","Wholesale"
"719","High Supply Smoke Shop","undefined","Houston","TX","undefined","Jared Leuzinger","Wholesale"
"441","High Tech Head Shop","undefined","Fremont","CA","undefined","Ben Wallner","Wholesale"
"1508","Higher Orlando","undefined","Orlando","FL","undefined","Jared","Wholesale"
"1694","Highland Smoke & Cigar","undefined","Atlantic Highlands","New Jersey","undefined","Derek Whitworth","Wholesale"
"1073","HighTide Pipe & Tobacco","undefined","Albany","Oregon","undefined","Ben Wallner","Wholesale"
"835","Himakana Inc","undefined","Honolulu","HI","undefined","Brandon Good","Wholesale"
"442","Hiphop Smoke Shop","undefined","Hayward","CA","undefined","Ben Wallner","Wholesale"
"1084","Hippies Heaven | IL","undefined","Cottage Hills","IL","undefined","Brandon Good","Wholesale"
"175","Hollister Smoke & Vape","undefined","Goleta","CA","undefined","Ben Wallner","Wholesale"
"609","Holly Lazzeri","undefined","HGHLNDS RANCH","Colorado","undefined","ShipStation","Retail"
"828","Holly Robinson","undefined","Woodbine","Maryland","undefined","Unassigned","Retail"
"1036","Holy Smokes","undefined","Savanna","Illinois","undefined","JoshC","Wholesale"
"1583","Holy Smokes Tobacco Outlet","undefined","Newark","DE","undefined","Derek Whitworth","Wholesale"
"115","Honest Inc","undefined","West Sacramento","California","undefined","Ben Wallner","Retail"
"180","Honey 2 A Bee- Smoke Shop","undefined","Los Angeles","CA","undefined","Ben Wallner","Wholesale"
"751","Honey Smoke Shop","undefined","Anaheim","CA","undefined","Ben Wallner","Wholesale"
"1891","HOOVER DAM MINI MART LIQUOR & SMOKE","undefined","BOULDER CITY","CO","undefined","Jared Leuzinger","Wholesale"
"189","Hope Botanicals/Roberto Chavez","undefined","Las Vegas","NV","undefined","Jared Leuzinger","Wholesale"
"423","Hot Box Smoke Shop","undefined","Seattle","WA","undefined","Ben Wallner","Wholesale"
"1254","Hotbox Smoke Shop | Bellevue","undefined","Bellevue","WA","undefined","Ben Wallner","Wholesale"
"497","hotbox smokes shop","undefined","Dallas","TX","undefined","Jared Leuzinger","Wholesale"
"268","House - Purchases","undefined","Boise","Idaho","undefined","mcraft","Retail"
"1330","House of Clouds Smoke Shop - Uptown","undefined","Charlotte","NC","undefined","Joe Simmons","Wholesale"
"325","House of gifts","undefined","draper","UT","undefined","Brandon Good","Wholesale"
"246","House of Hookah- Riverton- A","undefined","Riverton","UT","undefined","Brandon Good","Wholesale"
"257","House of Hookahs Smoke/Vape - Riverton","undefined","Riverton","UT","undefined","Brandon Good","Wholesale"
"312","House of Huka - Midvale 7790","undefined","Midvale","UT","undefined","Brandon Good","Wholesale"
"248","House of Huka - SLC 900 - A","undefined","Salt Lake City","UT","undefined","Brandon Good","Wholesale"
"234","House of Huka- Main HQ-Jordan-A","undefined","West Jordan","UT","undefined","Brandon Good","Wholesale"
"247","House of Huka- WVC Redwood - A","undefined","Salt Lake City","UT","undefined","Brandon Good","Wholesale"
"1657","House of Smokers","undefined","Belle Vernon","PA","undefined","Derek Whitworth","Wholesale"
"1262","House of Tobacco | Everette","undefined","Everett","WA","undefined","Ben Wallner","Wholesale"
"1853","House of Vaporz","undefined","Goddard","KS","undefined","Jared Leuzinger","Wholesale"
"80","House Samples","undefined","BOise","Idaho","undefined","mcraft","Wholesale"
"1458","Howdy Vape & Smoke Shop","undefined","Whitehouse","TX","undefined","Jared Leuzinger","Wholesale"
"72","HPR Distribution","undefined","Philadelphia","PA","undefined","Derek Whitworth","Distributor"
"419","Htown Smoke Shop","undefined","Houston","Texas","undefined","Jared Leuzinger","Wholesale"
"1433","HUB - Sterling Virginia","undefined","Sterling","VA","undefined","Joe Simmons","Wholesale"
"1544","Humble Vape & Smoke Shop","undefined","Rocklin","CA","undefined","Ben Wallner","Wholesale"
"955","Humboldt Smoke Shop | Arcata","undefined","Arcata","CA","undefined","Ben Wallner","Wholesale"
"198","Hundred Premiums | Blue Magic","undefined","Las Vegas","Nevada","undefined","Jared Leuzinger","Retail"
"1090","Hunky Dory Smoke Shop | Eugene","undefined","Eugene","OR","undefined","Ben Wallner","Wholesale"
"605","Hunter Eidmann","undefined","TWINSBURG","Ohio","undefined","ShipStation","Retail"
"756","HYDE PARK MARKET","undefined","AUSTIN","Texas","undefined","Jared Leuzinger","Wholesale"
"841","Hype Wholesale","undefined","West Sacramento","CA","undefined","Ben Wallner","Distributor"
"1022","iCloud Vape and Smoke | Casper","undefined","Casper","WY","undefined","Brandon Good","Wholesale"
"1429","iCloud Vape and Smoke | Laramie","undefined","Laramie","WY","undefined","Brandon Good","Wholesale"
"1428","iCloud Vape and Smoke | Sheridan","undefined","Sheridan","WY","undefined","Brandon Good","Wholesale"
"1023","iCloud Vape and Smoke 2 | Gilette","undefined","Gillette","WY","undefined","Brandon Good","Wholesale"
"1916","iCloud Vape and Smoke 5 | Cheyenne","undefined","Cheyenne","Wyoming","undefined","Brandon Good","Retail"
"1796","Ida LA Distro","undefined","Los Angeles","California","undefined","Shane Hymas","Retail"
"1889","IdaGo","undefined","Boise","ID","undefined","Jared Leuzinger","Wholesale"
"803","IDNTFR LLC","undefined","Ridgefield","WA","undefined","Ben Wallner","Distributor"
"882","Ignite Bismark","undefined","Bismark","ND","undefined","Brandon Good","Wholesale"
"990","IK Smoke Shop","undefined","Los Angeles","California","undefined","Derek Whitworth","Wholesale"
"1104","Ikra Sunoco","undefined","Canonsburg","Pennsylvania","undefined","Derek Whitworth","Retail"
"323","ILLUSIONS SMOKE SHOP","undefined","DAVIS","CA","undefined","Ben Wallner","Wholesale"
"283","IN & Out Kratom & Vape","undefined","Yakima","WA","undefined","Ben Wallner","Wholesale"
"1153","In-N-Out Grocery Store","undefined","McDonald","PA","undefined","Derek Whitworth","Wholesale"
"451","Inderbitzin Distributors","undefined","Puyallup","WA","undefined","Ben Wallner","Distributor"
"1245","Indiana Market - Spokane","undefined","Spokane","WA","undefined","Ben Wallner","Wholesale"
"1702","Indy Smoke Shop","undefined","Greenwood","IN","undefined","Joe Simmons","Wholesale"
"1098","Inhale Exhale Smoke Shop","undefined","Redmond","OR","undefined","Ben Wallner","Wholesale"
"199","International Wholesale/L Palmer","undefined","Maryland Heights","MO","undefined","Sergio","Distributor"
"1718","Iree Smoke Shop | HI","undefined","Hilo","Hawaii","undefined","Brandon Good","Wholesale"
"208","Island Tobacco","undefined","Charleston","SC","undefined","Jared","Wholesale"
"798","Island Tobacco - 1","undefined","Nags Head","NC","undefined","Sergio","Wholesale"
"284","ISmoke Cigars and Vape LLC","undefined","Scottsdale","AZ","undefined","Jared Leuzinger","Wholesale"
"649","iSmoke Houston","undefined","Houston","TX","undefined","Jared Leuzinger","Wholesale"
"1114","It's A Dream | KC","undefined","Kansas City","MO","undefined","Brandon Good","Wholesale"
"1421","Iv Tobacco And Vape","undefined","Salem","VA","undefined","Joe Simmons","Wholesale"
"1701","Ivape","undefined","indianapolis","IN","undefined","Joe Simmons","Wholesale"
"448","J S Smoke Shop","undefined","Peoria","AZ","undefined","Jared Leuzinger","Wholesale"
"734","JA Imports INC","undefined","raleigh","NC","undefined","Unassigned","Wholesale"
"527","Jack B Goods","undefined","Brandon","MS","undefined","Jared Leuzinger","Wholesale"
"703","jaco's beverage drive thru","undefined","akron","OH","undefined","Sergio","Wholesale"
"743","Jass Smoke Shop","undefined","Las Vegas","NV","undefined","Jared Leuzinger","Wholesale"
"1794","Jay Ambe Distribution","undefined","Rockwell","North Carolina","undefined","Zalak Zaveri","Distributor"
"1158","Jay Maha Inc","undefined","Elgin","Illinois","undefined","Derek Whitworth","Wholesale"
"1452","Jay Mahaveer Inc","undefined","Jackson","TN","undefined","Zalak","Distributor"
"616","Jay Saunders","undefined","VAN BUREN TWP","Michigan","undefined","ShipStation","Retail"
"1710","Jay Wholesale","undefined","Elgin","IN","undefined","Joe Simmons","Distributor"
"1573","Jay's Smoke Shop","undefined","Milton","MA","undefined","Derek Whitworth","Wholesale"
"628","Jefferson Allen","undefined","LOS ANGELES","California","undefined","ShipStation","Retail"
"1950","Jerome Distributing Inc.","undefined","Bismarck","","undefined","Brandon Good","Retail"
"900","Jerry's Market","undefined","Oroville","CA","undefined","Ben Wallner","Wholesale"
"814","Jiffy Food Store","undefined","Oroville","CA","undefined","Ben Wallner","Wholesale"
"137","JNJ distribution","undefined","Wester chester","OH","undefined","Sergio","Distributor"
"621","Joel Gurley","undefined","DECATUR","Georgia","undefined","ShipStation","Retail"
"1481","joes tobacco outlet","undefined","el cajon","CA","undefined","Ben Wallner","Wholesale"
"1115","Johnny's Smoke Shop","undefined","St. Peters","FL","undefined","JoshC","Wholesale"
"597","Joseph Stolar","undefined","DENVER","Colorado","undefined","ShipStation","Retail"
"600","Josh Cooper","undefined","AUSTIN","Texas","undefined","Jared Leuzinger","Wholesale"
"524","Js One","undefined","Yuba City","CA","undefined","Ben Wallner","Wholesale"
"484","JT's Smoke Shop","undefined","San Jose","CA","undefined","Ben Wallner","Wholesale"
"1537","Jubilee Vape & Smoke Inc","undefined","New York","NY","undefined","Derek Whitworth","Wholesale"
"765","Juicee Coil Vapes","undefined","Hickory","North Carolina","undefined","Derek Whitworth","Wholesale"
"1578","Junction Variety","undefined","Crestline","Ohio","undefined","Joe Simmons","Wholesale"
"1790","JUNGLE SMOKE SHOP","undefined","Huntington Beach","CA","undefined","Ben Wallner","Wholesale"
"352","Justin Brown - Sampe","undefined","Nogales","AZ","undefined","Jared Leuzinger","Wholesale"
"594","Justin Otto","undefined","NEWPORT","Kentucky","undefined","ShipStation","Retail"
"518","Jvapes Vape & Smoke Shop","undefined","Colorado Springs","CO","undefined","Brandon Good","Wholesale"
"1716","Jvapes Vape & Smoke Shop | CO Springs","undefined","Colorado Springs","Colorado","undefined","Brandon Good","Retail"
"1026","K & S Express Market & Deli","undefined","Greenbrier","TN","undefined","Jared","Wholesale"
"917","K & S MKT","undefined","GREENBRIER","TN","undefined","Jared","Wholesale"
"298","K Smoke Wholesale","undefined","Redmond","WA","undefined","Ben Wallner","Distributor"
"1101","K-Global Food","undefined","Roslin","NY","undefined","Derek Whitworth","Distributor"
"83","K. Roots | A & L WHOLESALE INC.","undefined","Elmhurst","IL","undefined","admin","Distributor"
"1874","Kadets Glass & Vape","undefined","Lebanon","New Jersey","undefined","Derek Whitworth","Retail"
"296","Kanna 21","undefined","Longmont","CO","undefined","Brandon Good","Wholesale"
"1970","Karen Lord Pilates","undefined","","","undefined","Ben Wallner","Retail"
"1296","Karma Distributors","undefined","Croydon","Pennsylvania","undefined","Derek Whitworth","Retail"
"544","Kathleen Tucker","undefined","Sonoma","California","undefined","SHOPIFY","Retail"
