Issued date,Account ID,Bill_to_name,Billing Address,Bill_to_city,Billing State,Bill_to_zip,Customer Name,Default_salesman,Product_id,Product,Sales order Number,So_status,Sales person,So c1,So_c2,So_c3,So_c4,So_c5,So_c6,Sales Order ID,Soitem_id,Soitem_product_number,Customer ID,Product_description,Sales Order Item Description,Soitem_type,BOL,Carrier_name,Company_id,Company_name,Ship_status,Sales_order_number,Status ID,Salesmaninitials,Fulfilled Quantity,Last_unitprice,So_ct,Unitprice,Total price,Total cost,Sales Order Line Item
01-07-2026,499,TOP NOTCH SMOKE SHOP,"6761 Stanford Ranch Rd
IN STORE",Rocklin,California,95677,Rep Rally,,206,KB-4000,KW22272,Fulfilled,Commerce,,,,,22272,22272,25284,"76,586",KB-4000,342,Focus MC12,Focus MC12,Sale,230285,UPS,1,CWL Brands,Shipped,KW22272,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,TOP NOTCH SMOKE SHOP,"6761 Stanford Ranch Rd
IN STORE",Rocklin,California,95677,Rep Rally,,11,Shipping,KW22272,Fulfilled,Commerce,,,,,22272,22272,25284,"76,609",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160329895504,Shipping,230285,UPS,1,CWL Brands,Shipped,KW22272,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,TOP NOTCH SMOKE SHOP,"337 Nord Ave
IN STORE",Chico,California,95926,Rep Rally,,206,KB-4000,KW22273,Fulfilled,Commerce,,,,,22273,22273,25285,"76,587",KB-4000,342,Focus MC12,Focus MC12,Sale,230292,UPS,1,CWL Brands,Shipped,KW22273,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,TOP NOTCH SMOKE SHOP,"337 Nord Ave
IN STORE",Chico,California,95926,Rep Rally,,11,Shipping,KW22273,Fulfilled,Commerce,,,,,22273,22273,25285,"76,651",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160304724879,Shipping,230292,UPS,1,CWL Brands,Shipped,KW22273,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,TOBACCO N VAPEZ (SHASTA CROSSROADS / CHURN CRK RD),"1355 Churn Crk Rd
IN STORE",Redding,California,96003,Rep Rally,,206,KB-4000,KW22274,Fulfilled,Commerce,,,,,22274,22274,25286,"76,596",KB-4000,342,Focus MC12,Focus MC12,Sale,230308,UPS,1,CWL Brands,Shipped,KW22274,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,TOBACCO N VAPEZ (SHASTA CROSSROADS / CHURN CRK RD),"1355 Churn Crk Rd
IN STORE",Redding,California,96003,Rep Rally,,11,Shipping,KW22274,Fulfilled,Commerce,,,,,22274,22274,25286,"76,652",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160311619087,Shipping,230308,UPS,1,CWL Brands,Shipped,KW22274,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,VOLCANO SMOKE N VAPE,"1450 Mangrove Ave
IN STORE",Chico,California,95926,Rep Rally,,206,KB-4000,KW22275,Fulfilled,Commerce,,,,,22275,22275,25287,"76,597",KB-4000,342,Focus MC12,Focus MC12,Sale,230315,UPS,1,CWL Brands,Shipped,KW22275,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,VOLCANO SMOKE N VAPE,"1450 Mangrove Ave
IN STORE",Chico,California,95926,Rep Rally,,11,Shipping,KW22275,Fulfilled,Commerce,,,,,22275,22275,25287,"76,637",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160308039862,Shipping,230315,UPS,1,CWL Brands,Shipped,KW22275,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,JIFFY FOOD STORES,"1408 Oro Dam Blvd W
IN STORE",Oroville,California,95965,Rep Rally,,206,KB-4000,KW22276,Fulfilled,Commerce,,,,,22276,22276,25288,"76,598",KB-4000,342,Focus MC12,Focus MC12,Sale,230322,UPS,1,CWL Brands,Shipped,KW22276,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,JIFFY FOOD STORES,"1408 Oro Dam Blvd W
IN STORE",Oroville,California,95965,Rep Rally,,11,Shipping,KW22276,Fulfilled,Commerce,,,,,22276,22276,25288,"76,653",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160338296411,Shipping,230322,UPS,1,CWL Brands,Shipped,KW22276,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,MANGROVE MINI MART,"1504 MANGROVE AVE
IN STORE",CHICO,California,95926,Rep Rally,,204,KB-3003,KW22277,Fulfilled,Commerce,,,,,22277,22277,25289,"76,564",KB-3003,342,Mango-Tango 12pk,Mango-Tango 12pk,Sale,230339,UPS,1,CWL Brands,Shipped,KW22277,30,,4.00,$72.0000,1.00,$59.88,$239.52,$68.94,1.00
01-07-2026,499,MANGROVE MINI MART,"1504 MANGROVE AVE
IN STORE",CHICO,California,95926,Rep Rally,,206,KB-4000,KW22277,Fulfilled,Commerce,,,,,22277,22277,25289,"76,619",KB-4000,342,Focus MC12,Focus MC12,Sale,230339,UPS,1,CWL Brands,Shipped,KW22277,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,2.00
01-07-2026,499,MANGROVE MINI MART,"1504 MANGROVE AVE
IN STORE",CHICO,California,95926,Rep Rally,,11,Shipping,KW22277,Fulfilled,Commerce,,,,,22277,22277,25289,"76,655",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160303367927,Shipping,230339,UPS,1,CWL Brands,Shipped,KW22277,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-07-2026,499,PALM TREE GOURMET,"322 N Broad St
unit b / IN STORE",Philadelphia,Pennsylvania,19102,Rep Rally,,207,KB-3000,KW22278,Fulfilled,Commerce,,,,,22278,22278,25290,"76,565",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,230346,UPS,1,CWL Brands,Shipped,KW22278,30,,3.00,$60.0000,1.00,$60.00,$180.00,$15.73,1.00
01-07-2026,499,PALM TREE GOURMET,"322 N Broad St
unit b / IN STORE",Philadelphia,Pennsylvania,19102,Rep Rally,,11,Shipping,KW22278,Fulfilled,Commerce,,,,,22278,22278,25290,"76,654",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160336523651,Shipping,230346,UPS,1,CWL Brands,Shipped,KW22278,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,PDQ OROVILLE,"555 ORO DAM BLVD E
IN STORE",OROVILLE,California,95965,Rep Rally,,206,KB-4000,KW22279,Fulfilled,Commerce,,,,,22279,22279,25291,"76,620",KB-4000,342,Focus MC12,Focus MC12,Sale,230353,UPS,1,CWL Brands,Shipped,KW22279,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,PDQ OROVILLE,"555 ORO DAM BLVD E
IN STORE",OROVILLE,California,95965,Rep Rally,,11,Shipping,KW22279,Fulfilled,Commerce,,,,,22279,22279,25291,"76,666",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160326440518,Shipping,230353,UPS,1,CWL Brands,Shipped,KW22279,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,TINA’S MINI MART #2,"1631 Park Ave
IN STORE",Chico,California,95928,Rep Rally,,206,KB-4000,KW22280,Fulfilled,Commerce,,,,,22280,22280,25292,"76,621",KB-4000,342,Focus MC12,Focus MC12,Sale,230360,UPS,1,CWL Brands,Shipped,KW22280,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,TINA’S MINI MART #2,"1631 Park Ave
IN STORE",Chico,California,95928,Rep Rally,,11,Shipping,KW22280,Fulfilled,Commerce,,,,,22280,22280,25292,"76,665",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160339559706,Shipping,230360,UPS,1,CWL Brands,Shipped,KW22280,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,CITGO STORE,"446 Western Ave
IN STORE",South Portland,Maine,4106,Rep Rally,,207,KB-3000,KW22281,Fulfilled,Commerce,,,,,22281,22281,25293,"76,571",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,230377,UPS,1,CWL Brands,Shipped,KW22281,30,,10.00,$60.0000,1.00,$60.00,$600.00,$52.45,1.00
01-07-2026,499,CITGO STORE,"446 Western Ave
IN STORE",South Portland,Maine,4106,Rep Rally,,11,Shipping,KW22281,Fulfilled,Commerce,,,,,22281,22281,25293,"76,648",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160335822044,Shipping,230377,UPS,1,CWL Brands,Shipped,KW22281,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,CALIFORNIA PARK MARKET IN STORE,"820 Bruce Rd
IN STORE",Chico,California,95928,Rep Rally,,206,KB-4000,KW22282,Fulfilled,Commerce,,,,,22282,22282,25294,"76,622",KB-4000,342,Focus MC12,Focus MC12,Sale,230384,UPS,1,CWL Brands,Shipped,KW22282,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,CALIFORNIA PARK MARKET IN STORE,"820 Bruce Rd
IN STORE",Chico,California,95928,Rep Rally,,11,Shipping,KW22282,Fulfilled,Commerce,,,,,22282,22282,25294,"76,662",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160325863680,Shipping,230384,UPS,1,CWL Brands,Shipped,KW22282,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,KING'S LIQUOR,"3010 floral ave
ste 155",Chico,California,95973,Rep Rally,,206,KB-4000,KW22283,Fulfilled,Commerce,,,,,22283,22283,25295,"76,623",KB-4000,342,Focus MC12,Focus MC12,Sale,230391,UPS,1,CWL Brands,Shipped,KW22283,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,KING'S LIQUOR,"3010 floral ave
ste 155",Chico,California,95973,Rep Rally,,11,Shipping,KW22283,Fulfilled,Commerce,,,,,22283,22283,25295,"76,664",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160313983966,Shipping,230391,UPS,1,CWL Brands,Shipped,KW22283,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,MIDNIGHT SMOKESHOP,"307 S 7 Hwy
IN STORE",Blue Springs,Missouri,64014,Rep Rally,,206,KB-4000,KW22284,Fulfilled,Commerce,,,,,22284,22284,25296,"76,624",KB-4000,342,Focus MC12,Focus MC12,Sale,230407,UPS,1,CWL Brands,Shipped,KW22284,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,MIDNIGHT SMOKESHOP,"307 S 7 Hwy
IN STORE",Blue Springs,Missouri,64014,Rep Rally,,11,Shipping,KW22284,Fulfilled,Commerce,,,,,22284,22284,25296,"76,669",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160300947181,Shipping,230407,UPS,1,CWL Brands,Shipped,KW22284,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,TINA'S MINI-MART,"1350 Longfellow Ave
IN STORE",Chico,California,95926,Rep Rally,,206,KB-4000,KW22285,Fulfilled,Commerce,,,,,22285,22285,25297,"76,625",KB-4000,342,Focus MC12,Focus MC12,Sale,230414,UPS,1,CWL Brands,Shipped,KW22285,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,TINA'S MINI-MART,"1350 Longfellow Ave
IN STORE",Chico,California,95926,Rep Rally,,11,Shipping,KW22285,Fulfilled,Commerce,,,,,22285,22285,25297,"76,670",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160312366590,Shipping,230414,UPS,1,CWL Brands,Shipped,KW22285,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,STAR TRAVEL PLAZA - RESERVE,"5055 N RESERVE ST
IN STORE",MISSOULA,Montana,59808,Rep Rally,,207,KB-3000,KW22286,Fulfilled,Commerce,,,,,22286,22286,25298,"76,580",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,230469,UPS,1,CWL Brands,Shipped,KW22286,30,,4.00,$60.0000,1.00,$60.00,$240.00,$20.98,1.00
01-07-2026,499,STAR TRAVEL PLAZA - RESERVE,"5055 N RESERVE ST
IN STORE",MISSOULA,Montana,59808,Rep Rally,,11,Shipping,KW22286,Fulfilled,Commerce,,,,,22286,22286,25298,"76,660",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160317192152,Shipping,230469,UPS,1,CWL Brands,Shipped,KW22286,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,GOLD BEACH MARKET AND DELI,"29593 Ellensburg Ave
IN STORE",Gold Beach,Oregon,97444,Rep Rally,,206,KB-4000,KW22287,Fulfilled,Commerce,,,,,22287,22287,25299,"76,626",KB-4000,342,Focus MC12,Focus MC12,Sale,230421,UPS,1,CWL Brands,Shipped,KW22287,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,GOLD BEACH MARKET AND DELI,"29593 Ellensburg Ave
IN STORE",Gold Beach,Oregon,97444,Rep Rally,,11,Shipping,KW22287,Fulfilled,Commerce,,,,,22287,22287,25299,"76,667",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160319240971,Shipping,230421,UPS,1,CWL Brands,Shipped,KW22287,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,GOLD BEACH LIQUOR AND SMOKES,"29830 Ellensburg Ave
IN STORE",Gold Beach,Oregon,97444,Rep Rally,,206,KB-4000,KW22288,Fulfilled,Commerce,,,,,22288,22288,25300,"76,627",KB-4000,342,Focus MC12,Focus MC12,Sale,230438,UPS,1,CWL Brands,Shipped,KW22288,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,GOLD BEACH LIQUOR AND SMOKES,"29830 Ellensburg Ave
IN STORE",Gold Beach,Oregon,97444,Rep Rally,,11,Shipping,KW22288,Fulfilled,Commerce,,,,,22288,22288,25300,"76,668",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160339828522,Shipping,230438,UPS,1,CWL Brands,Shipped,KW22288,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,CLARKS LIQUOR,"1750 CLARK AVE
IN STORE",LONG BEACH,California,90815,Rep Rally,,206,KB-4000,KW22290,Fulfilled,Commerce,,,,,22290,22290,25303,"76,628",KB-4000,342,Focus MC12,Focus MC12,Sale,230445,UPS,1,CWL Brands,Shipped,KW22290,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,CLARKS LIQUOR,"1750 CLARK AVE
IN STORE",LONG BEACH,California,90815,Rep Rally,,11,Shipping,KW22290,Fulfilled,Commerce,,,,,22290,22290,25303,"76,663",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160333202093,Shipping,230445,UPS,1,CWL Brands,Shipped,KW22290,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,SMOKE N VAPE(SUNDERLAND),"42 Dalrymple Rd
IN STORE",Sunderland,Maryland,20689,Rep Rally,,207,KB-3000,KW22291,Fulfilled,Commerce,,,,,22291,22291,25305,"76,630",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,230537,UPS,1,CWL Brands,Shipped,KW22291,30,,3.00,$60.0000,1.00,$60.00,$180.00,$15.73,1.00
01-07-2026,499,SMOKE N VAPE(SUNDERLAND),"42 Dalrymple Rd
IN STORE",Sunderland,Maryland,20689,Rep Rally,,11,Shipping,KW22291,Fulfilled,Commerce,,,,,22291,22291,25305,"76,675",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160330062142,Shipping,230537,UPS,1,CWL Brands,Shipped,KW22291,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,SHELL (MOUNTAIN RD),"4731 Mountain Rd
IN STORE",Lake Shore,Maryland,21122,Rep Rally,,207,KB-3000,KW22292,Fulfilled,Commerce,,,,,22292,22292,25306,"76,633",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,230544,UPS,1,CWL Brands,Shipped,KW22292,30,,8.00,$60.0000,1.00,$60.00,$480.00,$41.96,1.00
01-07-2026,499,SHELL (MOUNTAIN RD),"4731 Mountain Rd
IN STORE",Lake Shore,Maryland,21122,Rep Rally,,204,KB-3003,KW22292,Fulfilled,Commerce,,,,,22292,22292,25306,"76,634",KB-3003,342,Mango-Tango 12pk,Mango-Tango 12pk,Sale,230544,UPS,1,CWL Brands,Shipped,KW22292,30,,2.00,$72.0000,1.00,$59.88,$119.76,$34.47,2.00
01-07-2026,499,SHELL (MOUNTAIN RD),"4731 Mountain Rd
IN STORE",Lake Shore,Maryland,21122,Rep Rally,,11,Shipping,KW22292,Fulfilled,Commerce,,,,,22292,22292,25306,"76,674",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160301401017,Shipping,230544,UPS,1,CWL Brands,Shipped,KW22292,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-07-2026,499,NOKOMIS MARKET,"3319 E 54th St
IN STORE",Minneapolis,Minnesota,55417,Rep Rally,,206,KB-4000,KW#SVXVGYSPD3MPQX,Fulfilled,Commerce,,,,,22293,22293,25308,"76,672",KB-4000,342,Focus MC12,Focus MC12,Sale,230568,UPS,1,CWL Brands,Shipped,KW#SVXVGYSPD3MPQX,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,NOKOMIS MARKET,"3319 E 54th St
IN STORE",Minneapolis,Minnesota,55417,Rep Rally,,11,Shipping,KW#SVXVGYSPD3MPQX,Fulfilled,Commerce,,,,,22293,22293,25308,"76,677",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160310344027,Shipping,230568,UPS,1,CWL Brands,Shipped,KW#SVXVGYSPD3MPQX,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,COPPER STILL LIQUORS,"742 N Wendy Dr
IN STORE",Thousand Oaks,California,91320,Rep Rally,,206,KB-4000,KW#VLNZAV8RRHL4I2,Fulfilled,Commerce,,,,,22294,22294,25312,"76,707",KB-4000,342,Focus MC12,Focus MC12,Sale,230698,UPS,1,CWL Brands,Shipped,KW#VLNZAV8RRHL4I2,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,COPPER STILL LIQUORS,"742 N Wendy Dr
IN STORE",Thousand Oaks,California,91320,Rep Rally,,11,Shipping,KW#VLNZAV8RRHL4I2,Fulfilled,Commerce,,,,,22294,22294,25312,"76,718",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160302448065,Shipping,230698,UPS,1,CWL Brands,Shipped,KW#VLNZAV8RRHL4I2,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,CLARK MARKET,"51 Clark St
IN STORE",Brooklyn,New York,11201,Rep Rally,,207,KB-3000,KW#F43I68MWHDZ0T8,Fulfilled,Commerce,,,,,22295,22295,25313,"76,685",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,230643,UPS,1,CWL Brands,Shipped,KW#F43I68MWHDZ0T8,30,,2.00,$60.0000,1.00,$60.00,$120.00,$10.49,1.00
01-07-2026,499,CLARK MARKET,"51 Clark St
IN STORE",Brooklyn,New York,11201,Rep Rally,,11,Shipping,KW#F43I68MWHDZ0T8,Fulfilled,Commerce,,,,,22295,22295,25313,"76,722",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160305266694,Shipping,230643,UPS,1,CWL Brands,Shipped,KW#F43I68MWHDZ0T8,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,SHELL STORE,"7392 Radio Rd
IN STORE",Naples,Florida,34104,Rep Rally,,206,KB-4000,KW#3PHYZU4DTEJG7N,Fulfilled,Commerce,,,,,22296,22296,25314,"76,700",KB-4000,342,Focus MC12,Focus MC12,Sale,230582,UPS,1,CWL Brands,Shipped,KW#3PHYZU4DTEJG7N,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,SHELL STORE,"7392 Radio Rd
IN STORE",Naples,Florida,34104,Rep Rally,,11,Shipping,KW#3PHYZU4DTEJG7N,Fulfilled,Commerce,,,,,22296,22296,25314,"76,708",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160339675750,Shipping,230582,UPS,1,CWL Brands,Shipped,KW#3PHYZU4DTEJG7N,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,FOOD MART AT SHELL,"4716 Tamiami Trail E
IN STORE",Naples,Florida,34112,Rep Rally,,206,KB-4000,KW#4X7RQ1OS2HE3GW,Fulfilled,Commerce,,,,,22298,22298,25316,"76,701",KB-4000,342,Focus MC12,Focus MC12,Sale,230599,UPS,1,CWL Brands,Shipped,KW#4X7RQ1OS2HE3GW,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,FOOD MART AT SHELL,"4716 Tamiami Trail E
IN STORE",Naples,Florida,34112,Rep Rally,,11,Shipping,KW#4X7RQ1OS2HE3GW,Fulfilled,Commerce,,,,,22298,22298,25316,"76,709",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160306856232,Shipping,230599,UPS,1,CWL Brands,Shipped,KW#4X7RQ1OS2HE3GW,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,CROWN LIQUOR,"501 N State St
IN STORE",Hemet,California,92543,Rep Rally,,206,KB-4000,KW#M940ONPTDPD5CE,Fulfilled,Commerce,,,,,22299,22299,25317,"76,706",KB-4000,342,Focus MC12,Focus MC12,Sale,230681,UPS,1,CWL Brands,Shipped,KW#M940ONPTDPD5CE,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,CROWN LIQUOR,"501 N State St
IN STORE",Hemet,California,92543,Rep Rally,,11,Shipping,KW#M940ONPTDPD5CE,Fulfilled,Commerce,,,,,22299,22299,25317,"76,712",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160333016571,Shipping,230681,UPS,1,CWL Brands,Shipped,KW#M940ONPTDPD5CE,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,CHEVRON STORE,"10907 N Eldridge Pkwy
IN STORE",Houston,Texas,77065,Rep Rally,,207,KB-3000,KW#H28X4NUP4XVGR0,Fulfilled,Commerce,,,,,22300,22300,25318,"76,693",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,230650,UPS,1,CWL Brands,Shipped,KW#H28X4NUP4XVGR0,30,,2.00,$60.0000,1.00,$60.00,$120.00,$10.49,1.00
01-07-2026,499,CHEVRON STORE,"10907 N Eldridge Pkwy
IN STORE",Houston,Texas,77065,Rep Rally,,11,Shipping,KW#H28X4NUP4XVGR0,Fulfilled,Commerce,,,,,22300,22300,25318,"76,721",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160331591784,Shipping,230650,UPS,1,CWL Brands,Shipped,KW#H28X4NUP4XVGR0,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,COSMIC KAVA,"2359 Vanderbilt Beach Rd
406",Naples,Florida,34109,Rep Rally,,207,KB-3000,KW#ACN07UL7MP3U4K,Fulfilled,Commerce,,,,,22301,22301,25319,"76,694",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,230612,UPS,1,CWL Brands,Shipped,KW#ACN07UL7MP3U4K,30,,8.00,$60.0000,1.00,$60.00,$480.00,$41.96,1.00
01-07-2026,499,COSMIC KAVA,"2359 Vanderbilt Beach Rd
406",Naples,Florida,34109,Rep Rally,,11,Shipping,KW#ACN07UL7MP3U4K,Fulfilled,Commerce,,,,,22301,22301,25319,"76,720",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160317595280,Shipping,230612,UPS,1,CWL Brands,Shipped,KW#ACN07UL7MP3U4K,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,CASK & WINE SHOP,"3303 Kimber Dr Ste A
Ste A",Newbury Park,California,91320,Rep Rally,,206,KB-4000,KW#D0IOEXKUFHM3EC,Fulfilled,Commerce,,,,,22302,22302,25320,"76,703",KB-4000,342,Focus MC12,Focus MC12,Sale,230636,UPS,1,CWL Brands,Shipped,KW#D0IOEXKUFHM3EC,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,CASK & WINE SHOP,"3303 Kimber Dr Ste A
Ste A",Newbury Park,California,91320,Rep Rally,,11,Shipping,KW#D0IOEXKUFHM3EC,Fulfilled,Commerce,,,,,22302,22302,25320,"76,711",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160314601643,Shipping,230636,UPS,1,CWL Brands,Shipped,KW#D0IOEXKUFHM3EC,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,PARADISE SMOKE ANNAPOLIS,"112 Hillsmere Dr
IN STORE",Annapolis,Maryland,21403,Rep Rally,,206,KB-4000,KW#C36E8193S02TXI,Fulfilled,Commerce,,,,,22303,22303,25321,"76,702",KB-4000,342,Focus MC12,Focus MC12,Sale,230629,UPS,1,CWL Brands,Shipped,KW#C36E8193S02TXI,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,PARADISE SMOKE ANNAPOLIS,"112 Hillsmere Dr
IN STORE",Annapolis,Maryland,21403,Rep Rally,,11,Shipping,KW#C36E8193S02TXI,Fulfilled,Commerce,,,,,22303,22303,25321,"76,710",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160336532561,Shipping,230629,UPS,1,CWL Brands,Shipped,KW#C36E8193S02TXI,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,E Z TO STOP,"12203 Jones Maltsberger Rd
IN STORE",San Antonio,Texas,78247,Rep Rally,,206,KB-4000,KW#HZN500KN61GBN9,Fulfilled,Commerce,,,,,22304,22304,25322,"76,705",KB-4000,342,Focus MC12,Focus MC12,Sale,230674,UPS,1,CWL Brands,Shipped,KW#HZN500KN61GBN9,30,,1.00,$576.0000,1.00,$720.00,$720.00,$223.15,1.00
01-07-2026,499,E Z TO STOP,"12203 Jones Maltsberger Rd
IN STORE",San Antonio,Texas,78247,Rep Rally,,11,Shipping,KW#HZN500KN61GBN9,Fulfilled,Commerce,,,,,22304,22304,25322,"76,717",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160308124251,Shipping,230674,UPS,1,CWL Brands,Shipped,KW#HZN500KN61GBN9,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-07-2026,499,PACIFIC MINI MART & SMOKE SHOP,"10945 Magnolia Ave
IN STORE",Riverside,California,92505,Rep Rally,,207,KB-3000,KW#WEVZBWCOY7KSIF,Fulfilled,Commerce,,,,,22305,22305,25323,"76,698",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,230704,UPS,1,CWL Brands,Shipped,KW#WEVZBWCOY7KSIF,30,,6.00,$60.0000,1.00,$60.00,$360.00,$31.47,1.00
