Issued date,Account ID,Bill_to_name,Billing Address,Bill_to_city,Billing State,Bill_to_zip,Customer Name,Default_salesman,Product_id,Product,Sales order Number,So_status,Sales person,So c1,So_c2,So_c3,So_c4,So_c5,So_c6,Sales Order ID,Soitem_id,Soitem_product_number,Customer ID,Product_description,Sales Order Item Description,Soitem_type,BOL,Carrier_name,Company_id,Company_name,Ship_status,Sales_order_number,Status ID,Salesmaninitials,Fulfilled Quantity,Last_unitprice,So_ct,Unitprice,Total price,Total cost,Sales Order Line Item
01-08-2026,276,TOP NOTCH SMOKE SHOP,"6761 STANFORD RANCH RD
IN STORE",ROCKLIN,California,95677-4796,Top Notch Smoke Shop,Ben Wallner,82,FG- BX12 Focus+Flow,#YCWWFHBM2G6428,Cancelled,ShipStation,,,,,,,25352,"76,784",FG- BX12 Focus+Flow,144,BX12 Focus + Flow,BX12 Focus + Flow,Sale,,,0,,,,0,,0.00,$48.0000,1.00,$60.00,$720.00,$0.00,1.00
01-08-2026,1741,MR EXPRESS,"19305 STATE HIGHWAY 71 W
IN STORE",SPICEWOOD,Texas,78669-6551,MR EXPRESS,,82,FG- BX12 Focus+Flow,#SN2N8AVWG8EZOG,Cancelled,ShipStation,,,,,,,25355,"76,787",FG- BX12 Focus+Flow,1516,BX12 Focus + Flow,BX12 Focus + Flow,Sale,,,0,,,,0,,0.00,$48.0000,1.00,$60.00,$720.00,$0.00,1.00
01-08-2026,499,GOLD BEACH MINI MART,"29619 Ellensburg Ave
IN STORE",Gold Beach,Oregon,97444,Rep Rally,,206,KB-4000,KW#LBJ90RJB2O4KZU,Fulfilled,Commerce,,,,,22327,22327,25364,"76,843",KB-4000,342,Focus MC12,Focus MC12,Sale,231008,UPS,1,CWL Brands,Shipped,KW#LBJ90RJB2O4KZU,30,,1.00,$576.0000,1.00,$720.00,$720.00,$245.10,1.00
01-08-2026,499,GOLD BEACH MINI MART,"29619 Ellensburg Ave
IN STORE",Gold Beach,Oregon,97444,Rep Rally,,11,Shipping,KW#LBJ90RJB2O4KZU,Fulfilled,Commerce,,,,,22327,22327,25364,"76,855",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160327192811,Shipping,231008,UPS,1,CWL Brands,Shipped,KW#LBJ90RJB2O4KZU,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,HAWTHORNE MARKET,"2950 SE Hawthorne Blvd
IN STORE",Portland,Oregon,97214,Rep Rally,,206,KB-4000,KW#KTM2U8DTZIX6WV,Fulfilled,Commerce,,,,,22328,22328,25365,"76,844",KB-4000,342,Focus MC12,Focus MC12,Sale,231015,UPS,1,CWL Brands,Shipped,KW#KTM2U8DTZIX6WV,30,,1.00,$576.0000,1.00,$720.00,$720.00,$245.10,1.00
01-08-2026,499,HAWTHORNE MARKET,"2950 SE Hawthorne Blvd
IN STORE",Portland,Oregon,97214,Rep Rally,,205,KB-4003,KW#KTM2U8DTZIX6WV,Fulfilled,Commerce,,,,,22328,22328,25365,"76,845",KB-4003,342,Mango-Tango MC 12CT,Mango-Tango MC 12CT,Sale,231015,UPS,1,CWL Brands,Shipped,KW#KTM2U8DTZIX6WV,30,,1.00,$864.0000,1.00,$718.56,$718.56,$174.74,2.00
01-08-2026,499,HAWTHORNE MARKET,"2950 SE Hawthorne Blvd
IN STORE",Portland,Oregon,97214,Rep Rally,,11,Shipping,KW#KTM2U8DTZIX6WV,Fulfilled,Commerce,,,,,22328,22328,25365,"76,850",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160318792430,Shipping,231015,UPS,1,CWL Brands,Shipped,KW#KTM2U8DTZIX6WV,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-08-2026,499,RANCHO WINE,"75 S Rancho Rd
IN STORE",Thousand Oaks,California,91362,Rep Rally,,206,KB-4000,KW#4U0WI6ZPCJGPJ1,Fulfilled,Commerce,,,,,22329,22329,25366,"76,846",KB-4000,342,Focus MC12,Focus MC12,Sale,231060,UPS,1,CWL Brands,Shipped,KW#4U0WI6ZPCJGPJ1,30,,1.00,$576.0000,1.00,$720.00,$720.00,$245.10,1.00
01-08-2026,499,RANCHO WINE,"75 S Rancho Rd
IN STORE",Thousand Oaks,California,91362,Rep Rally,,11,Shipping,KW#4U0WI6ZPCJGPJ1,Fulfilled,Commerce,,,,,22329,22329,25366,"76,862",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160304792322,Shipping,231060,UPS,1,CWL Brands,Shipped,KW#4U0WI6ZPCJGPJ1,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,SUPREME SMOKE SHOP,"413 S College Rd
ste 11",Wilmington,North Carolina,28403,Rep Rally,,206,KB-4000,KW#H7MXN23D4Y1FBI,Fulfilled,Commerce,,,,,22330,22330,25367,"76,847",KB-4000,342,Focus MC12,Focus MC12,Sale,231077,UPS,1,CWL Brands,Shipped,KW#H7MXN23D4Y1FBI,30,,1.00,$576.0000,1.00,$720.00,$720.00,$245.10,1.00
01-08-2026,499,SUPREME SMOKE SHOP,"413 S College Rd
ste 11",Wilmington,North Carolina,28403,Rep Rally,,11,Shipping,KW#H7MXN23D4Y1FBI,Fulfilled,Commerce,,,,,22330,22330,25367,"76,851",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160302348459,Shipping,231077,UPS,1,CWL Brands,Shipped,KW#H7MXN23D4Y1FBI,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,TOBACCO ROYALE NEWBURY,"2160 Newbury Rd
IN STORE",Thousand Oaks,California,91320,Rep Rally,,204,KB-3003,KW#7P007PXEMYOX3Q,Fulfilled,Commerce,,,,,22331,22331,25368,"76,813",KB-3003,342,Mango-Tango 12pk,Mango-Tango 12pk,Sale,231053,UPS,1,CWL Brands,Shipped,KW#7P007PXEMYOX3Q,30,,2.00,$72.0000,1.00,$59.88,$119.76,$34.47,1.00
01-08-2026,499,TOBACCO ROYALE NEWBURY,"2160 Newbury Rd
IN STORE",Thousand Oaks,California,91320,Rep Rally,,11,Shipping,KW#7P007PXEMYOX3Q,Fulfilled,Commerce,,,,,22331,22331,25368,"76,856",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160302133314,Shipping,231053,UPS,1,CWL Brands,Shipped,KW#7P007PXEMYOX3Q,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,KWIK KORNER LIQUOR #57,"612 Baker St Ste B
IN STORE",Costa Mesa,California,92626,Rep Rally,,206,KB-4000,KW#20U4WPHCRL46QG,Fulfilled,Commerce,,,,,22332,22332,25369,"76,848",KB-4000,342,Focus MC12,Focus MC12,Sale,231091,UPS,1,CWL Brands,Shipped,KW#20U4WPHCRL46QG,30,,1.00,$576.0000,1.00,$720.00,$720.00,$245.10,1.00
01-08-2026,499,KWIK KORNER LIQUOR #57,"612 Baker St Ste B
IN STORE",Costa Mesa,California,92626,Rep Rally,,11,Shipping,KW#20U4WPHCRL46QG,Fulfilled,Commerce,,,,,22332,22332,25369,"76,852",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160302936260,Shipping,231091,UPS,1,CWL Brands,Shipped,KW#20U4WPHCRL46QG,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,NIGHT OWL SMOKE SHOP,"39872 Los Alamos Rd
A11",Murrieta,California,92562,Rep Rally,,196,KB-3002,KW#HGQV0P7OMZ1UDH,Fulfilled,Commerce,,,,,22333,22333,25370,"76,815",KB-3002,342,Zoom 12PK,Zoom 12PK,Sale,231039,UPS,1,CWL Brands,Shipped,KW#HGQV0P7OMZ1UDH,30,,8.00,$42.0000,1.00,$42.00,$336.00,$129.84,1.00
01-08-2026,499,NIGHT OWL SMOKE SHOP,"39872 Los Alamos Rd
A11",Murrieta,California,92562,Rep Rally,,11,Shipping,KW#HGQV0P7OMZ1UDH,Fulfilled,Commerce,,,,,22333,22333,25370,"76,860",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160323156822,Shipping,231039,UPS,1,CWL Brands,Shipped,KW#HGQV0P7OMZ1UDH,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,POCO LOCO 1819 ROBERT S LIGHT,"1819 Robert S Light Blvd
IN STORE",Buda,Texas,78610,Rep Rally,,204,KB-3003,KW#N0S4EEZ0XIR3P2,Fulfilled,Commerce,,,,,22334,22334,25371,"76,816",KB-3003,342,Mango-Tango 12pk,Mango-Tango 12pk,Sale,230995,UPS,1,CWL Brands,Shipped,KW#N0S4EEZ0XIR3P2,30,,2.00,$72.0000,1.00,$59.88,$119.76,$34.47,1.00
01-08-2026,499,POCO LOCO 1819 ROBERT S LIGHT,"1819 Robert S Light Blvd
IN STORE",Buda,Texas,78610,Rep Rally,,11,Shipping,KW#N0S4EEZ0XIR3P2,Fulfilled,Commerce,,,,,22334,22334,25371,"76,861",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160336456000,Shipping,230995,UPS,1,CWL Brands,Shipped,KW#N0S4EEZ0XIR3P2,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,DIANA SMOKE SHOP,"4822 Pacific Avenue
Unit C",Tacoma,Washington,98408,Rep Rally,,206,KB-4000,KW#X063JLB9FLDJVR,Fulfilled,Commerce,,,,,22335,22335,25372,"76,841",KB-4000,342,Focus MC12,Focus MC12,Sale,230988,UPS,1,CWL Brands,Shipped,KW#X063JLB9FLDJVR,30,,1.00,$576.0000,1.00,$720.00,$720.00,$245.10,1.00
01-08-2026,499,DIANA SMOKE SHOP,"4822 Pacific Avenue
Unit C",Tacoma,Washington,98408,Rep Rally,,11,Shipping,KW#X063JLB9FLDJVR,Fulfilled,Commerce,,,,,22335,22335,25372,"76,849",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160326562397,Shipping,230988,UPS,1,CWL Brands,Shipped,KW#X063JLB9FLDJVR,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,FASTWAY FOODMART,"1412 Common St
IN STORE",New Braunfels,Texas,78130,Rep Rally,,207,KB-3000,KW#K4F41NNURYEWN3,Fulfilled,Commerce,,,,,22336,22336,25373,"76,819",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231022,UPS,1,CWL Brands,Shipped,KW#K4F41NNURYEWN3,30,,10.00,$60.0000,1.00,$60.00,$600.00,$52.45,1.00
01-08-2026,499,FASTWAY FOODMART,"1412 Common St
IN STORE",New Braunfels,Texas,78130,Rep Rally,,11,Shipping,KW#K4F41NNURYEWN3,Fulfilled,Commerce,,,,,22336,22336,25373,"76,859",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160304309274,Shipping,231022,UPS,1,CWL Brands,Shipped,KW#K4F41NNURYEWN3,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,GOURMET  BITE & GRILL,"8529 3rd Ave
IN STORE",Brooklyn,New York,11209,Rep Rally,,207,KB-3000,KW#GABY3HAXS26XCM,Fulfilled,Commerce,,,,,22337,22337,25374,"76,820",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231046,UPS,1,CWL Brands,Shipped,KW#GABY3HAXS26XCM,30,,3.00,$60.0000,1.00,$60.00,$180.00,$15.73,1.00
01-08-2026,499,GOURMET  BITE & GRILL,"8529 3rd Ave
IN STORE",Brooklyn,New York,11209,Rep Rally,,11,Shipping,KW#GABY3HAXS26XCM,Fulfilled,Commerce,,,,,22337,22337,25374,"76,857",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160338812031,Shipping,231046,UPS,1,CWL Brands,Shipped,KW#GABY3HAXS26XCM,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,MATRIXGROWTH DISTRIBUTION LLC,"11550 Night Heron Dr
IN STORE",Naples,Florida,34119,Rep Rally,,207,KB-3000,KW#3APKAJH2YLF0DT,Fulfilled,Commerce,,,,,22339,22339,25376,"76,842",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231084,UPS,1,CWL Brands,Shipped,KW#3APKAJH2YLF0DT,30,,6.00,$60.0000,1.00,$60.00,$360.00,$31.47,1.00
01-08-2026,499,MATRIXGROWTH DISTRIBUTION LLC,"11550 Night Heron Dr
IN STORE",Naples,Florida,34119,Rep Rally,,11,Shipping,KW#3APKAJH2YLF0DT,Fulfilled,Commerce,,,,,22339,22339,25376,"76,858",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160328302440,Shipping,231084,UPS,1,CWL Brands,Shipped,KW#3APKAJH2YLF0DT,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,4 SEASONS FOOD MARKET,"236 S 21st St
IN STORE",Philadelphia,Pennsylvania,19103,Rep Rally,,207,KB-3000,KW#C7ZKG4PQNZ0WLB,Fulfilled,Commerce,,,,,22341,22341,25380,"76,870",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231145,UPS,1,CWL Brands,Shipped,KW#C7ZKG4PQNZ0WLB,30,,4.00,$60.0000,1.00,$60.00,$240.00,$20.98,1.00
01-08-2026,499,4 SEASONS FOOD MARKET,"236 S 21st St
IN STORE",Philadelphia,Pennsylvania,19103,Rep Rally,,11,Shipping,KW#C7ZKG4PQNZ0WLB,Fulfilled,Commerce,,,,,22341,22341,25380,"76,899",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160329172928,Shipping,231145,UPS,1,CWL Brands,Shipped,KW#C7ZKG4PQNZ0WLB,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,BLACK CREEK GENERAL STORE,"8847 US Highway 280 E
IN STORE",Black Creek,Georgia,31308,Rep Rally,,207,KB-3000,KW#EIKGJUQ2C92Y0K,Fulfilled,Commerce,,,,,22342,22342,25381,"76,871",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231152,UPS,1,CWL Brands,Shipped,KW#EIKGJUQ2C92Y0K,30,,6.00,$60.0000,1.00,$60.00,$360.00,$31.47,1.00
01-08-2026,499,BLACK CREEK GENERAL STORE,"8847 US Highway 280 E
IN STORE",Black Creek,Georgia,31308,Rep Rally,,11,Shipping,KW#EIKGJUQ2C92Y0K,Fulfilled,Commerce,,,,,22342,22342,25381,"76,898",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160306505370,Shipping,231152,UPS,1,CWL Brands,Shipped,KW#EIKGJUQ2C92Y0K,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,SPIRIT MART,"140 Old Solomons Island Rd
IN STORE",Annapolis,Maryland,21401,Rep Rally,,207,KB-3000,KW#PLCSJZ15XNUC8Q,Fulfilled,Commerce,,,,,22343,22343,25382,"76,872",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231176,UPS,1,CWL Brands,Shipped,KW#PLCSJZ15XNUC8Q,30,,6.00,$60.0000,1.00,$60.00,$360.00,$31.47,1.00
01-08-2026,499,SPIRIT MART,"140 Old Solomons Island Rd
IN STORE",Annapolis,Maryland,21401,Rep Rally,,11,Shipping,KW#PLCSJZ15XNUC8Q,Fulfilled,Commerce,,,,,22343,22343,25382,"76,896",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160330728101,Shipping,231176,UPS,1,CWL Brands,Shipped,KW#PLCSJZ15XNUC8Q,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,BEYOND NATURAL,"195 Montrose Avenue
IN STORE",New York City,New York,11206,Rep Rally,,207,KB-3000,KW#Q9Y7AUN3JHSZ4O,Fulfilled,Commerce,,,,,22344,22344,25383,"76,873",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231183,UPS,1,CWL Brands,Shipped,KW#Q9Y7AUN3JHSZ4O,30,,3.00,$60.0000,1.00,$60.00,$180.00,$15.73,1.00
01-08-2026,499,BEYOND NATURAL,"195 Montrose Avenue
IN STORE",New York City,New York,11206,Rep Rally,,204,KB-3003,KW#Q9Y7AUN3JHSZ4O,Fulfilled,Commerce,,,,,22344,22344,25383,"76,874",KB-3003,342,Mango-Tango 12pk,Mango-Tango 12pk,Sale,231183,UPS,1,CWL Brands,Shipped,KW#Q9Y7AUN3JHSZ4O,30,,2.00,$72.0000,1.00,$59.88,$119.76,$34.47,2.00
01-08-2026,499,BEYOND NATURAL,"195 Montrose Avenue
IN STORE",New York City,New York,11206,Rep Rally,,11,Shipping,KW#Q9Y7AUN3JHSZ4O,Fulfilled,Commerce,,,,,22344,22344,25383,"76,897",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160326216912,Shipping,231183,UPS,1,CWL Brands,Shipped,KW#Q9Y7AUN3JHSZ4O,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,3.00
01-08-2026,499,A1 MARKET,"701 N Deborah Rd
Ste B",Newberg,Oregon,97132,Rep Rally,,205,KB-4003,KW#L1AFBJO8ZZFK2Q,Fulfilled,Commerce,,,,,22345,22345,25388,"76,883",KB-4003,342,Mango-Tango MC 12CT,Mango-Tango MC 12CT,Sale,231169,UPS,1,CWL Brands,Shipped,KW#L1AFBJO8ZZFK2Q,30,,1.00,$864.0000,1.00,$718.56,$718.56,$174.74,1.00
01-08-2026,499,A1 MARKET,"701 N Deborah Rd
Ste B",Newberg,Oregon,97132,Rep Rally,,11,Shipping,KW#L1AFBJO8ZZFK2Q,Fulfilled,Commerce,,,,,22345,22345,25388,"76,888",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160327052052,Shipping,231169,UPS,1,CWL Brands,Shipped,KW#L1AFBJO8ZZFK2Q,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,PRESTIGE CAFE AND DELI,"228 Fort Washington Ave
# 1",New York,New York,10032,Rep Rally,,207,KB-3000,KW#JU6OSMV4JEE8DH,Fulfilled,Commerce,,,,,22347,22347,25390,"76,900",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231299,UPS,1,CWL Brands,Shipped,KW#JU6OSMV4JEE8DH,30,,2.00,$60.0000,1.00,$60.00,$120.00,$10.49,1.00
01-08-2026,499,PRESTIGE CAFE AND DELI,"228 Fort Washington Ave
# 1",New York,New York,10032,Rep Rally,,11,Shipping,KW#JU6OSMV4JEE8DH,Fulfilled,Commerce,,,,,22347,22347,25390,"76,913",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160322860134,Shipping,231299,UPS,1,CWL Brands,Shipped,KW#JU6OSMV4JEE8DH,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,LUCKY STOP MART,"6402 Market St
# A",Wilmington,North Carolina,28405,Rep Rally,,206,KB-4000,KW#XDMUHUDPIHXDYQ,Fulfilled,Commerce,,,,,22348,22348,25391,"76,910",KB-4000,342,Focus MC12,Focus MC12,Sale,231367,UPS,1,CWL Brands,Shipped,KW#XDMUHUDPIHXDYQ,30,,1.00,$576.0000,1.00,$720.00,$720.00,$224.27,1.00
01-08-2026,499,LUCKY STOP MART,"6402 Market St
# A",Wilmington,North Carolina,28405,Rep Rally,,11,Shipping,KW#XDMUHUDPIHXDYQ,Fulfilled,Commerce,,,,,22348,22348,25391,"76,915",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160314286995,Shipping,231367,UPS,1,CWL Brands,Shipped,KW#XDMUHUDPIHXDYQ,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,SHELL FOOD MART (CROSSROADS PKWY),"294 Crossroads Parkway
IN STORE",Savannah,Georgia,31408,Rep Rally,,207,KB-3000,KW#Q81P3NQEMNYUQY,Fulfilled,Commerce,,,,,22349,22349,25392,"76,902",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231329,UPS,1,CWL Brands,Shipped,KW#Q81P3NQEMNYUQY,30,,2.00,$60.0000,1.00,$60.00,$120.00,$10.49,1.00
01-08-2026,499,SHELL FOOD MART (CROSSROADS PKWY),"294 Crossroads Parkway
IN STORE",Savannah,Georgia,31408,Rep Rally,,11,Shipping,KW#Q81P3NQEMNYUQY,Fulfilled,Commerce,,,,,22349,22349,25392,"76,917",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160318331606,Shipping,231329,UPS,1,CWL Brands,Shipped,KW#Q81P3NQEMNYUQY,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,CIGAR AND CIGARETTES T.O.,"1720 N Moorpark Rd
IN STORE",Thousand Oaks,California,91360,Rep Rally,,207,KB-3000,KW#67R5VFL3B7P12P,Fulfilled,Commerce,,,,,22350,22350,25393,"76,903",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231282,UPS,1,CWL Brands,Shipped,KW#67R5VFL3B7P12P,30,,4.00,$60.0000,1.00,$60.00,$240.00,$20.98,1.00
01-08-2026,499,CIGAR AND CIGARETTES T.O.,"1720 N Moorpark Rd
IN STORE",Thousand Oaks,California,91360,Rep Rally,,11,Shipping,KW#67R5VFL3B7P12P,Fulfilled,Commerce,,,,,22350,22350,25393,"76,911",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160311459581,Shipping,231282,UPS,1,CWL Brands,Shipped,KW#67R5VFL3B7P12P,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,VIP MARKET,"1312 Walnut St
IN STORE",Philadelphia,Pennsylvania,19107,Rep Rally,,207,KB-3000,KW#KIP9TGJ5LGQ3AL,Fulfilled,Commerce,,,,,22351,22351,25394,"76,904",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231305,UPS,1,CWL Brands,Shipped,KW#KIP9TGJ5LGQ3AL,30,,2.00,$60.0000,1.00,$60.00,$120.00,$10.49,1.00
01-08-2026,499,VIP MARKET,"1312 Walnut St
IN STORE",Philadelphia,Pennsylvania,19107,Rep Rally,,11,Shipping,KW#KIP9TGJ5LGQ3AL,Fulfilled,Commerce,,,,,22351,22351,25394,"76,916",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160335484151,Shipping,231305,UPS,1,CWL Brands,Shipped,KW#KIP9TGJ5LGQ3AL,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,MONDE MARKET,"100 S 21st St
IN STORE",Philadelphia,Pennsylvania,19103,Rep Rally,,207,KB-3000,KW#0GQWUZHGHTDIH6,Fulfilled,Commerce,,,,,22352,22352,25395,"76,905",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231275,UPS,1,CWL Brands,Shipped,KW#0GQWUZHGHTDIH6,30,,2.00,$60.0000,1.00,$60.00,$120.00,$10.49,1.00
01-08-2026,499,MONDE MARKET,"100 S 21st St
IN STORE",Philadelphia,Pennsylvania,19103,Rep Rally,,11,Shipping,KW#0GQWUZHGHTDIH6,Fulfilled,Commerce,,,,,22352,22352,25395,"76,912",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160326222549,Shipping,231275,UPS,1,CWL Brands,Shipped,KW#0GQWUZHGHTDIH6,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,HEALTH NUTS,"1208 2nd Ave
IN STORE",New York,New York,10065,Rep Rally,,207,KB-3000,KW#TWK7GV31TRXP7D,Fulfilled,Commerce,,,,,22353,22353,25396,"76,906",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231343,UPS,1,CWL Brands,Shipped,KW#TWK7GV31TRXP7D,30,,4.00,$60.0000,1.00,$60.00,$240.00,$20.98,1.00
01-08-2026,499,HEALTH NUTS,"1208 2nd Ave
IN STORE",New York,New York,10065,Rep Rally,,11,Shipping,KW#TWK7GV31TRXP7D,Fulfilled,Commerce,,,,,22353,22353,25396,"76,927",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160303417417,Shipping,231343,UPS,1,CWL Brands,Shipped,KW#TWK7GV31TRXP7D,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,BLEEKER FINEST DELI,"171 bleeker st
IN STORE",New York,New York,10012,Rep Rally,,207,KB-3000,KW#RYWLEQJC0GJH88,Fulfilled,Commerce,,,,,22354,22354,25397,"76,907",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231336,UPS,1,CWL Brands,Shipped,KW#RYWLEQJC0GJH88,30,,5.00,$60.0000,1.00,$60.00,$300.00,$26.22,1.00
01-08-2026,499,BLEEKER FINEST DELI,"171 bleeker st
IN STORE",New York,New York,10012,Rep Rally,,11,Shipping,KW#RYWLEQJC0GJH88,Fulfilled,Commerce,,,,,22354,22354,25397,"76,923",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160337748961,Shipping,231336,UPS,1,CWL Brands,Shipped,KW#RYWLEQJC0GJH88,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,LUMINESCENCE MARKET,"5200 2nd St
IN STORE",Long Island City,New York,11101,Rep Rally,,196,KB-3002,KW#UQSEO4A3MTMW23,Fulfilled,Commerce,,,,,22355,22355,25398,"76,908",KB-3002,342,Zoom 12PK,Zoom 12PK,Sale,231350,UPS,1,CWL Brands,Shipped,KW#UQSEO4A3MTMW23,30,,2.00,$42.0000,1.00,$42.00,$84.00,$32.46,1.00
01-08-2026,499,LUMINESCENCE MARKET,"5200 2nd St
IN STORE",Long Island City,New York,11101,Rep Rally,,11,Shipping,KW#UQSEO4A3MTMW23,Fulfilled,Commerce,,,,,22355,22355,25398,"76,930",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160336600979,Shipping,231350,UPS,1,CWL Brands,Shipped,KW#UQSEO4A3MTMW23,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,SPRING LEMON TREE BAGEL & DELI,"56 Spring Street
Frnt A",New York,New York,10012,Rep Rally,,207,KB-3000,KW#OS7QG59P0JVK8V,Fulfilled,Commerce,,,,,22356,22356,25399,"76,909",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231312,UPS,1,CWL Brands,Shipped,KW#OS7QG59P0JVK8V,30,,3.00,$60.0000,1.00,$60.00,$180.00,$15.73,1.00
01-08-2026,499,SPRING LEMON TREE BAGEL & DELI,"56 Spring Street
Frnt A",New York,New York,10012,Rep Rally,,11,Shipping,KW#OS7QG59P0JVK8V,Fulfilled,Commerce,,,,,22356,22356,25399,"76,928",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160307448421,Shipping,231312,UPS,1,CWL Brands,Shipped,KW#OS7QG59P0JVK8V,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
01-08-2026,499,ROSEMONT SHELL INC.,"9100 Kiefer Boulevard
IN STORE",Sacramento,California,95826,Rep Rally,,207,KB-3000,KW#3N84G8XMLD050J,Fulfilled,Commerce,,,,,22357,22357,25400,"76,918",KB-3000,342,Focus+Flow 12PK,Focus+Flow 12PK,Sale,231480,UPS,1,CWL Brands,Shipped,KW#3N84G8XMLD050J,30,,8.00,$60.0000,1.00,$60.00,$480.00,$41.96,1.00
01-08-2026,499,ROSEMONT SHELL INC.,"9100 Kiefer Boulevard
IN STORE",Sacramento,California,95826,Rep Rally,,11,Shipping,KW#3N84G8XMLD050J,Fulfilled,Commerce,,,,,22357,22357,25400,"76,984",Shipping,342,Shipping,Shipping Tracking: 1Z90V7160301504460,Shipping,231480,UPS,1,CWL Brands,Shipped,KW#3N84G8XMLD050J,30,,1.00,$0.0000,1.00,$0.00,$0.00,$0.00,2.00
